Results
version=1
nRows=664
nColumns=57
inDegrees=yes
endheader
time	pelvis_tilt	pelvis_tx	pelvis_ty	hip_flexion_r	knee_angle_r	ankle_angle_r	hip_flexion_l	knee_angle_l	ankle_angle_l	lumbar_extension	pelvis_tilt_u	pelvis_tx_u	pelvis_ty_u	hip_flexion_r_u	knee_angle_r_u	ankle_angle_r_u	hip_flexion_l_u	knee_angle_l_u	ankle_angle_l_u	lumbar_extension_u	hamstrings_r.activation	hamstrings_r.fiber_length	bifemsh_r.activation	bifemsh_r.fiber_length	glut_max_r.activation	glut_max_r.fiber_length	iliopsoas_r.activation	iliopsoas_r.fiber_length	rect_fem_r.activation	rect_fem_r.fiber_length	vasti_r.activation	vasti_r.fiber_length	gastroc_r.activation	gastroc_r.fiber_length	soleus_r.activation	soleus_r.fiber_length	tib_ant_r.activation	tib_ant_r.fiber_length	hamstrings_l.activation	hamstrings_l.fiber_length	bifemsh_l.activation	bifemsh_l.fiber_length	glut_max_l.activation	glut_max_l.fiber_length	iliopsoas_l.activation	iliopsoas_l.fiber_length	rect_fem_l.activation	rect_fem_l.fiber_length	vasti_l.activation	vasti_l.fiber_length	gastroc_l.activation	gastroc_l.fiber_length	soleus_l.activation	soleus_l.fiber_length	tib_ant_l.activation	tib_ant_l.fiber_length
      0.91125093	     43.30578701	     -0.03143666	     -3.95615858	      2.47157190	     -4.46652716	    -22.29050058	      2.47157190	     -4.46652716	    -22.29050058	    -61.11583043	     19.07496307	      0.00126126	     -8.89713011	    -37.27034653	     40.55427979	    -17.74537974	    -37.27034653	     40.55427979	    -17.74537974	    -18.05913097	      0.01000029	      0.10651197	      0.01000029	      0.18766396	      0.01000029	      0.14531865	      0.01000029	      0.10495218	      0.01000029	      0.11656133	      0.01000029	      0.08084456	      0.01000029	      0.07166947	      0.01000029	      0.02944741	      0.01000029	      0.09682047	      0.01000029	      0.10651197	      0.01000029	      0.18766396	      0.01000029	      0.14531865	      0.01000029	      0.10495218	      0.01000029	      0.11656133	      0.01000029	      0.08084456	      0.01000029	      0.07166947	      0.01000029	      0.02944741	      0.01000029	      0.09682047
      0.91386140	     43.35555504	     -0.03143332	     -3.97941784	      2.37435072	     -4.36080382	    -22.33673628	      2.37435072	     -4.36080382	    -22.33673628	    -61.16293500	     19.05436333	      0.00129330	     -8.92283016	    -37.21459844	     40.44414908	    -17.67701383	    -37.21459844	     40.44414908	    -17.67701383	    -18.02962255	      0.01000028	      0.10646348	      0.01000028	      0.18770399	      0.01000028	      0.14522039	      0.01000028	      0.10502220	      0.01000028	      0.11654639	      0.01000028	      0.08075780	      0.01000028	      0.07166974	      0.01000028	      0.02941636	      0.01000028	      0.09685169	      0.01000028	      0.10646348	      0.01000028	      0.18770399	      0.01000028	      0.14522039	      0.01000028	      0.10502220	      0.01000028	      0.11654639	      0.01000028	      0.08075780	      0.01000028	      0.07166974	      0.01000028	      0.02941636	      0.01000028	      0.09685169
      0.91647188	     43.40527010	     -0.03142991	     -4.00274419	      2.27727418	     -4.25536789	    -22.38279535	      2.27727418	     -4.25536789	    -22.38279535	    -61.20996346	     19.03486058	      0.00132454	     -8.94852786	    -37.16060396	     40.33562263	    -17.61177924	    -37.16060396	     40.33562263	    -17.61177924	    -18.00129090	      0.01000027	      0.10641501	      0.01000027	      0.18774084	      0.01000027	      0.14512225	      0.01000027	      0.10509209	      0.01000027	      0.11653147	      0.01000027	      0.08067118	      0.01000027	      0.07167004	      0.01000027	      0.02938546	      0.01000027	      0.09688278	      0.01000027	      0.10641501	      0.01000027	      0.18774084	      0.01000027	      0.14512225	      0.01000027	      0.10509209	      0.01000027	      0.11653147	      0.01000027	      0.08067118	      0.01000027	      0.07167004	      0.01000027	      0.02938546	      0.01000027	      0.09688278
      0.91908235	     43.45493410	     -0.03142641	     -4.02613762	      2.18033984	     -4.15021821	    -22.42868256	      2.18033984	     -4.15021821	    -22.42868256	    -61.25691797	     19.01475373	      0.00135493	     -8.97422699	    -37.10456040	     40.22326516	    -17.54358174	    -37.10456040	     40.22326516	    -17.54358174	    -17.97247947	      0.01000026	      0.10636657	      0.01000026	      0.18778054	      0.01000026	      0.14502424	      0.01000026	      0.10516184	      0.01000026	      0.11651656	      0.01000026	      0.08058468	      0.01000026	      0.07167036	      0.01000026	      0.02935472	      0.01000026	      0.09691374	      0.01000026	      0.10636657	      0.01000026	      0.18778054	      0.01000026	      0.14502424	      0.01000026	      0.10516184	      0.01000026	      0.11651656	      0.01000026	      0.08058468	      0.01000026	      0.07167036	      0.01000026	      0.02935472	      0.01000026	      0.09691374
      0.92169282	     43.50454644	     -0.03142283	     -4.04959814	      2.08355084	     -4.04536162	    -22.47439368	      2.08355084	     -4.04536162	    -22.47439368	    -61.30379820	     18.99577801	      0.00138453	     -8.99992367	    -37.05036967	     40.11268842	    -17.47867575	    -37.05036967	     40.11268842	    -17.47867575	    -17.94487600	      0.01000025	      0.10631814	      0.01000025	      0.18781690	      0.01000025	      0.14492636	      0.01000025	      0.10523145	      0.01000025	      0.11650165	      0.01000025	      0.08049832	      0.01000025	      0.07167072	      0.01000025	      0.02932412	      0.01000025	      0.09694457	      0.01000025	      0.10631814	      0.01000025	      0.18781690	      0.01000025	      0.14492636	      0.01000025	      0.10523145	      0.01000025	      0.11650165	      0.01000025	      0.08049832	      0.01000025	      0.07167072	      0.01000025	      0.02932412	      0.01000025	      0.09694457
      0.92430329	     43.55410907	     -0.03141918	     -4.07312574	      1.98690459	     -3.94079666	    -22.51993373	      1.98690459	     -3.94079666	    -22.51993373	    -61.35060635	     18.97615419	      0.00141328	     -9.02562187	    -36.99405017	     39.99819771	    -17.41065903	    -36.99405017	     39.99819772	    -17.41065903	    -17.91675031	      0.01000024	      0.10626974	      0.01000024	      0.18785626	      0.01000024	      0.14482860	      0.01000024	      0.10530093	      0.01000024	      0.11648677	      0.01000024	      0.08041209	      0.01000024	      0.07167110	      0.01000024	      0.02929367	      0.01000024	      0.09697527	      0.01000024	      0.10626974	      0.01000024	      0.18785626	      0.01000024	      0.14482860	      0.01000024	      0.10530093	      0.01000024	      0.11648677	      0.01000024	      0.08041209	      0.01000024	      0.07167110	      0.01000024	      0.02929367	      0.01000024	      0.09697527
      0.92691377	     43.60362129	     -0.03141546	     -4.09672042	      1.89040437	     -3.83653024	    -22.56529822	      1.89040437	     -3.83653024	    -22.56529822	    -61.39734201	     18.95767766	      0.00144126	     -9.05131757	    -36.93965166	     39.88563546	    -17.34606846	    -36.93965166	     39.88563546	    -17.34606846	    -17.88984566	      0.01000024	      0.10622135	      0.01000024	      0.18789213	      0.01000024	      0.14473097	      0.01000024	      0.10537027	      0.01000024	      0.11647190	      0.01000024	      0.08032599	      0.01000024	      0.07167151	      0.01000024	      0.02926337	      0.01000024	      0.09700585	      0.01000024	      0.10622135	      0.01000024	      0.18789213	      0.01000024	      0.14473097	      0.01000024	      0.10537027	      0.01000024	      0.11647190	      0.01000024	      0.08032599	      0.01000024	      0.07167151	      0.01000024	      0.02926337	      0.01000024	      0.09700585
      0.92952424	     43.65308504	     -0.03141166	     -4.12038219	      1.79404753	     -3.73256066	    -22.61049237	      1.79404753	     -3.73256066	    -22.61049237	    -61.44400735	     18.93848359	      0.00146840	     -9.07701490	    -36.88301183	     39.76907103	    -17.27822715	    -36.88301183	     39.76907103	    -17.27822715	    -17.86235049	      0.01000023	      0.10617299	      0.01000023	      0.18793113	      0.01000023	      0.14463347	      0.01000023	      0.10543947	      0.01000023	      0.11645704	      0.01000023	      0.08024004	      0.01000023	      0.07167195	      0.01000023	      0.02923322	      0.01000023	      0.09703630	      0.01000023	      0.10617299	      0.01000023	      0.18793113	      0.01000023	      0.14463347	      0.01000023	      0.10543947	      0.01000023	      0.11645704	      0.01000023	      0.08024004	      0.01000023	      0.07167195	      0.01000023	      0.02923322	      0.01000023	      0.09703630
      0.93213471	     43.70249944	     -0.03140779	     -4.14411103	      1.69783762	     -3.62889499	    -22.65551147	      1.69783762	     -3.62889499	    -22.65551147	    -61.49060178	     18.92039447	      0.00149481	     -9.10270980	    -36.82827015	     39.65452207	    -17.21390410	    -36.82827015	     39.65452207	    -17.21390410	    -17.83603057	      0.01000022	      0.10612464	      0.01000022	      0.18796653	      0.01000022	      0.14453610	      0.01000022	      0.10550852	      0.01000022	      0.11644221	      0.01000022	      0.08015422	      0.01000022	      0.07167241	      0.01000022	      0.02920322	      0.01000022	      0.09706662	      0.01000022	      0.10612464	      0.01000022	      0.18796653	      0.01000022	      0.14453610	      0.01000022	      0.10550852	      0.01000022	      0.11644221	      0.01000022	      0.08015422	      0.01000022	      0.07167241	      0.01000022	      0.02920322	      0.01000022	      0.09706662
      0.93474519	     43.75186623	     -0.03140385	     -4.16790694	      1.60177218	     -3.52553144	    -22.70036082	      1.60177218	     -3.52553144	    -22.70036082	    -61.53712726	     18.90145955	      0.00152042	     -9.12840655	    -36.77109364	     39.53585565	    -17.14619439	    -36.77109364	     39.53585565	    -17.14619439	    -17.80899240	      0.01000021	      0.10607630	      0.01000021	      0.18800517	      0.01000021	      0.14443886	      0.01000021	      0.10557743	      0.01000021	      0.11642740	      0.01000021	      0.08006855	      0.01000021	      0.07167290	      0.01000021	      0.02917337	      0.01000021	      0.09709681	      0.01000021	      0.10607630	      0.01000021	      0.18800517	      0.01000021	      0.14443886	      0.01000021	      0.10557743	      0.01000021	      0.11642740	      0.01000021	      0.08006855	      0.01000021	      0.07167290	      0.01000021	      0.02917337	      0.01000021	      0.09709681
      0.93735566	     43.80118419	     -0.03139985	     -4.19176994	      1.50585528	     -3.42247730	    -22.74503548	      1.50585528	     -3.42247730	    -22.74503548	    -61.58358286	     18.88350397	      0.00154537	     -9.15410107	    -36.71566500	     39.41921285	    -17.08205161	    -36.71566500	     39.41921285	    -17.08205161	    -17.78300012	      0.01000021	      0.10602799	      0.01000021	      0.18804011	      0.01000021	      0.14434175	      0.01000021	      0.10564620	      0.01000021	      0.11641261	      0.01000021	      0.07998302	      0.01000021	      0.07167341	      0.01000021	      0.02914366	      0.01000021	      0.09712687	      0.01000021	      0.10602799	      0.01000021	      0.18804011	      0.01000021	      0.14434175	      0.01000021	      0.10564620	      0.01000021	      0.11641261	      0.01000021	      0.07998302	      0.01000021	      0.07167341	      0.01000021	      0.02914366	      0.01000021	      0.09712687
      0.93996613	     43.85045464	     -0.03139579	     -4.21570002	      1.41008501	     -3.31973091	    -22.78954074	      1.41008501	     -3.31973091	    -22.78954074	    -61.62997012	     18.86449667	      0.00156958	     -9.17979779	    -36.65750034	     39.29829997	    -17.01439796	    -36.65750034	     39.29829997	    -17.01439796	    -17.75608365	      0.01000020	      0.10597969	      0.01000020	      0.18807836	      0.01000020	      0.14424478	      0.01000020	      0.10571481	      0.01000020	      0.11639785	      0.01000020	      0.07989763	      0.01000020	      0.07167394	      0.01000020	      0.02911410	      0.01000020	      0.09715681	      0.01000020	      0.10597969	      0.01000020	      0.18807836	      0.01000020	      0.14424478	      0.01000020	      0.10571481	      0.01000020	      0.11639785	      0.01000020	      0.07989763	      0.01000020	      0.07167394	      0.01000020	      0.02911410	      0.01000020	      0.09715681
      0.94257661	     43.89967577	     -0.03139166	     -4.23969717	      1.31446626	     -3.21729993	    -22.83387142	      1.31446626	     -3.21729993	    -22.83387142	    -61.67628752	     18.84624094	      0.00159324	     -9.20549268	    -36.60077816	     39.17932698	    -16.95031925	    -36.60077816	     39.17932698	    -16.95031925	    -17.72998149	      0.01000019	      0.10593141	      0.01000019	      0.18811285	      0.01000019	      0.14414794	      0.01000019	      0.10578326	      0.01000019	      0.11638311	      0.01000019	      0.07981239	      0.01000019	      0.07167450	      0.01000019	      0.02908469	      0.01000019	      0.09718663	      0.01000019	      0.10593141	      0.01000019	      0.18811285	      0.01000019	      0.14414794	      0.01000019	      0.10578326	      0.01000019	      0.11638311	      0.01000019	      0.07981239	      0.01000019	      0.07167450	      0.01000019	      0.02908469	      0.01000019	      0.09718663
      0.94518708	     43.94884823	     -0.03138747	     -4.26376140	      1.21899804	     -3.11518301	    -22.87803276	      1.21899804	     -3.11518301	    -22.87803276	    -61.72253591	     18.82663210	      0.00161627	     -9.23119029	    -36.54088578	     39.05588389	    -16.88262168	    -36.54088578	     39.05588389	    -16.88262168	    -17.70265335	      0.01000019	      0.10588315	      0.01000019	      0.18815071	      0.01000019	      0.14405124	      0.01000019	      0.10585155	      0.01000019	      0.11636841	      0.01000019	      0.07972731	      0.01000019	      0.07167508	      0.01000019	      0.02905543	      0.01000019	      0.09721631	      0.01000019	      0.10588315	      0.01000019	      0.18815071	      0.01000019	      0.14405124	      0.01000019	      0.10585155	      0.01000019	      0.11636841	      0.01000019	      0.07972731	      0.01000019	      0.07167508	      0.01000019	      0.02905543	      0.01000019	      0.09721631
      0.94779755	     43.99796936	     -0.03138322	     -4.28789271	      1.12368648	     -3.01338835	    -22.92201936	      1.12368648	     -3.01338835	    -22.92201936	    -61.76871291	     18.80742753	      0.00163890	     -9.25688665	    -36.48195003	     38.93419320	    -16.81846570	    -36.48195003	     38.93419320	    -16.81846569	    -17.67578864	      0.01000018	      0.10583490	      0.01000018	      0.18818476	      0.01000018	      0.14395467	      0.01000018	      0.10591967	      0.01000018	      0.11635373	      0.01000018	      0.07964237	      0.01000018	      0.07167568	      0.01000018	      0.02902631	      0.01000018	      0.09724587	      0.01000018	      0.10583490	      0.01000018	      0.18818476	      0.01000018	      0.14395467	      0.01000018	      0.10591967	      0.01000018	      0.11635373	      0.01000018	      0.07964237	      0.01000018	      0.07167568	      0.01000018	      0.02902631	      0.01000018	      0.09724587
