Results
version=1
nRows=664
nColumns=57
inDegrees=yes
endheader
time	pelvis_tilt	pelvis_tx	pelvis_ty	hip_flexion_r	knee_angle_r	ankle_angle_r	hip_flexion_l	knee_angle_l	ankle_angle_l	lumbar_extension	pelvis_tilt_u	pelvis_tx_u	pelvis_ty_u	hip_flexion_r_u	knee_angle_r_u	ankle_angle_r_u	hip_flexion_l_u	knee_angle_l_u	ankle_angle_l_u	lumbar_extension_u	hamstrings_r.activation	hamstrings_r.fiber_length	bifemsh_r.activation	bifemsh_r.fiber_length	glut_max_r.activation	glut_max_r.fiber_length	iliopsoas_r.activation	iliopsoas_r.fiber_length	rect_fem_r.activation	rect_fem_r.fiber_length	vasti_r.activation	vasti_r.fiber_length	gastroc_r.activation	gastroc_r.fiber_length	soleus_r.activation	soleus_r.fiber_length	tib_ant_r.activation	tib_ant_r.fiber_length	hamstrings_l.activation	hamstrings_l.fiber_length	bifemsh_l.activation	bifemsh_l.fiber_length	glut_max_l.activation	glut_max_l.fiber_length	iliopsoas_l.activation	iliopsoas_l.fiber_length	rect_fem_l.activation	rect_fem_l.fiber_length	vasti_l.activation	vasti_l.fiber_length	gastroc_l.activation	gastroc_l.fiber_length	soleus_l.activation	soleus_l.fiber_length	tib_ant_l.activation	tib_ant_l.fiber_length
      0.82729709	     41.67286737	     -0.03148651	     -3.24391109	      5.67200936	     -7.99837875	    -20.70877800	      5.67200936	     -7.99837875	    -20.70877800	    -59.55458227	     19.87852609	     -0.00022027	     -8.07038979	    -38.93719572	     43.32309580	    -19.95309553	    -38.93719572	     43.32309580	    -19.95309553	    -19.20500321	      0.01000085	      0.10808966	      0.01000085	      0.18631581	      0.01000085	      0.14854142	      0.01000085	      0.10262963	      0.01000085	      0.11703430	      0.01000085	      0.08369433	      0.01000085	      0.07168226	      0.01000085	      0.03052918	      0.01000085	      0.09574542	      0.01000085	      0.10808966	      0.01000085	      0.18631581	      0.01000085	      0.14854142	      0.01000085	      0.10262963	      0.01000085	      0.11703430	      0.01000085	      0.08369433	      0.01000085	      0.07168226	      0.01000085	      0.03052918	      0.01000085	      0.09574542
      0.82950115	     41.71665276	     -0.03148694	     -3.26172266	      5.58623443	     -7.90294806	    -20.75269029	      5.58623443	     -7.90294806	    -20.75269029	    -59.59687173	     19.85302089	     -0.00017010	     -8.09210048	    -38.89619089	     43.27182952	    -19.89349382	    -38.89619089	     43.27182952	    -19.89349382	    -19.16912636	      0.01000082	      0.10804760	      0.01000082	      0.18635428	      0.01000082	      0.14845539	      0.01000082	      0.10269230	      0.01000082	      0.11702233	      0.01000082	      0.08361825	      0.01000082	      0.07168125	      0.01000082	      0.03049866	      0.01000082	      0.09577545	      0.01000082	      0.10804760	      0.01000082	      0.18635428	      0.01000082	      0.14845539	      0.01000082	      0.10269230	      0.01000082	      0.11702233	      0.01000082	      0.08361825	      0.01000082	      0.07168125	      0.01000082	      0.03049866	      0.01000082	      0.09577545
      0.83259050	     41.77793123	     -0.03148736	     -3.28676897	      5.46615912	     -7.76937924	    -20.81402038	      5.46615912	     -7.76937924	    -20.81402038	    -59.65601511	     19.81810146	     -0.00010085	     -8.12253008	    -38.83924333	     43.19883344	    -19.81127394	    -38.83924333	     43.19883344	    -19.81127394	    -19.11979396	      0.01000079	      0.10798873	      0.01000079	      0.18640678	      0.01000079	      0.14833492	      0.01000079	      0.10278000	      0.01000079	      0.11700549	      0.01000079	      0.08351171	      0.01000079	      0.07167991	      0.01000079	      0.03045608	      0.01000079	      0.09581737	      0.01000079	      0.10798873	      0.01000079	      0.18640678	      0.01000079	      0.14833492	      0.01000079	      0.10278000	      0.01000079	      0.11700549	      0.01000079	      0.08351171	      0.01000079	      0.07167991	      0.01000079	      0.03045608	      0.01000079	      0.09581737
      0.83567984	     41.83910253	     -0.03148757	     -3.31190927	      5.34626045	     -7.63604016	    -20.87509651	      5.34626045	     -7.63604016	    -20.87509651	    -59.71500702	     19.78298492	     -0.00003271	     -8.15296069	    -38.78042682	     43.12113460	    -19.72701137	    -38.78042682	     43.12113460	    -19.72701137	    -19.07041180	      0.01000076	      0.10792994	      0.01000076	      0.18646107	      0.01000076	      0.14821458	      0.01000076	      0.10286752	      0.01000076	      0.11698857	      0.01000076	      0.08340528	      0.01000076	      0.07167866	      0.01000076	      0.03041373	      0.01000076	      0.09585910	      0.01000076	      0.10792994	      0.01000076	      0.18646107	      0.01000076	      0.14821458	      0.01000076	      0.10286752	      0.01000076	      0.11698857	      0.01000076	      0.08340528	      0.01000076	      0.07167866	      0.01000076	      0.03041373	      0.01000076	      0.09585910
      0.83781853	     41.88138718	     -0.03148759	     -3.32936842	      5.26336330	     -7.54387406	    -20.91722673	      5.26336330	     -7.54387406	    -20.91722673	    -59.75575722	     19.75976848	      0.00001370	     -8.17402493	    -38.74125870	     43.06830480	    -19.67138924	    -38.74125870	     43.06830480	    -19.67138924	    -19.03740219	      0.01000074	      0.10788929	      0.01000074	      0.18649593	      0.01000074	      0.14813135	      0.01000074	      0.10292801	      0.01000074	      0.11697682	      0.01000074	      0.08333168	      0.01000074	      0.07167784	      0.01000074	      0.03038454	      0.01000074	      0.09588787	      0.01000074	      0.10788929	      0.01000074	      0.18649593	      0.01000074	      0.14813135	      0.01000074	      0.10292801	      0.01000074	      0.11697682	      0.01000074	      0.08333168	      0.01000074	      0.07167784	      0.01000074	      0.03038454	      0.01000074	      0.09588787
      0.83995721	     41.92362186	     -0.03148751	     -3.34687261	      5.18055135	     -7.45182404	    -20.95923615	      5.18055135	     -7.45182404	    -20.95923615	    -59.79643658	     19.73619474	      0.00005959	     -8.19509025	    -38.70061033	     43.01238281	    -19.61384358	    -38.70061033	     43.01238281	    -19.61384358	    -19.00410834	      0.01000072	      0.10784868	      0.01000072	      0.18653257	      0.01000072	      0.14804820	      0.01000072	      0.10298842	      0.01000072	      0.11696504	      0.01000072	      0.08325813	      0.01000072	      0.07167706	      0.01000072	      0.03035547	      0.01000072	      0.09591655	      0.01000072	      0.10784868	      0.01000072	      0.18653257	      0.01000072	      0.14804820	      0.01000072	      0.10298842	      0.01000072	      0.11696504	      0.01000072	      0.08325813	      0.01000072	      0.07167706	      0.01000072	      0.03035547	      0.01000072	      0.09591655
      0.84320791	     41.98772080	     -0.03148720	     -3.37356438	      5.05484774	     -7.31214420	    -21.02285372	      5.05484774	     -7.31214420	    -21.02285372	    -59.85813188	     19.70115216	      0.00012819	     -8.22710716	    -38.63923051	     42.92604401	    -19.52752385	    -38.63923051	     42.92604401	    -19.52752385	    -18.95442556	      0.01000069	      0.10778703	      0.01000069	      0.18658701	      0.01000069	      0.14792194	      0.01000069	      0.10308007	      0.01000069	      0.11694708	      0.01000069	      0.08314645	      0.01000069	      0.07167594	      0.01000069	      0.03031148	      0.01000069	      0.09595996	      0.01000069	      0.10778703	      0.01000069	      0.18658701	      0.01000069	      0.14792194	      0.01000069	      0.10308007	      0.01000069	      0.11694708	      0.01000069	      0.08314645	      0.01000069	      0.07167594	      0.01000069	      0.03031148	      0.01000069	      0.09595996
      0.84598045	     42.04230176	     -0.03148677	     -3.39641223	      4.94779250	     -7.19323542	    -21.07689185	      4.94779250	     -7.19323542	    -21.07689185	    -59.91062536	     19.67124704	      0.00018571	     -8.25441508	    -38.58566851	     42.84904030	    -19.45277723	    -38.58566851	     42.84904030	    -19.45277723	    -18.91216309	      0.01000067	      0.10773452	      0.01000067	      0.18663435	      0.01000067	      0.14781437	      0.01000067	      0.10315808	      0.01000067	      0.11693171	      0.01000067	      0.08305130	      0.01000067	      0.07167506	      0.01000067	      0.03027416	      0.01000067	      0.09599682	      0.01000067	      0.10773452	      0.01000067	      0.18663435	      0.01000067	      0.14781437	      0.01000067	      0.10315808	      0.01000067	      0.11693171	      0.01000067	      0.08305130	      0.01000067	      0.07167506	      0.01000067	      0.03027416	      0.01000067	      0.09599682
      0.84875299	     42.09680062	     -0.03148618	     -3.41933580	      4.84088557	     -7.07454216	    -21.13072363	      4.84088557	     -7.07454216	    -21.13072363	    -59.96300263	     19.64241713	      0.00024221	     -8.28172094	    -38.53332185	     42.77210793	    -19.38030028	    -38.53332185	     42.77210793	    -19.38030028	    -18.87109087	      0.01000064	      0.10768206	      0.01000064	      0.18667939	      0.01000064	      0.14770693	      0.01000064	      0.10323595	      0.01000064	      0.11691629	      0.01000064	      0.08295626	      0.01000064	      0.07167425	      0.01000064	      0.03023703	      0.01000064	      0.09603353	      0.01000064	      0.10768206	      0.01000064	      0.18667939	      0.01000064	      0.14770693	      0.01000064	      0.10323595	      0.01000064	      0.11691629	      0.01000064	      0.08295626	      0.01000064	      0.07167425	      0.01000064	      0.03023703	      0.01000064	      0.09603353
      0.85119152	     42.14466789	     -0.03148553	     -3.43956030	      4.74697891	     -6.97032751	    -21.17790303	      4.74697891	     -6.97032751	    -21.17790303	    -60.00897597	     19.61658915	      0.00029116	     -8.30573860	    -38.48534807	     42.70044598	    -19.31408520	    -38.48534807	     42.70044598	    -19.31408520	    -18.83459899	      0.01000062	      0.10763598	      0.01000062	      0.18672128	      0.01000062	      0.14761253	      0.01000062	      0.10330432	      0.01000062	      0.11690270	      0.01000062	      0.08287275	      0.01000062	      0.07167358	      0.01000062	      0.03020452	      0.01000062	      0.09606568	      0.01000062	      0.10763598	      0.01000062	      0.18672128	      0.01000062	      0.14761253	      0.01000062	      0.10330432	      0.01000062	      0.11690270	      0.01000062	      0.08287275	      0.01000062	      0.07167358	      0.01000062	      0.03020452	      0.01000062	      0.09606568
      0.85363005	     42.19247303	     -0.03148476	     -3.45984338	      4.65318840	     -6.86628787	    -21.22492271	      4.65318840	     -6.86628787	    -21.22492271	    -60.05486129	     19.59174884	      0.00033932	     -8.32975429	    -38.43870452	     42.62947241	    -19.25027269	    -38.43870452	     42.62947241	    -19.25027269	    -18.79918103	      0.01000060	      0.10758993	      0.01000060	      0.18676074	      0.01000060	      0.14751822	      0.01000060	      0.10337258	      0.01000060	      0.11688907	      0.01000060	      0.08278933	      0.01000060	      0.07167295	      0.01000060	      0.03017215	      0.01000060	      0.09609772	      0.01000060	      0.10758993	      0.01000060	      0.18676074	      0.01000060	      0.14751822	      0.01000060	      0.10337258	      0.01000060	      0.11688907	      0.01000060	      0.08278933	      0.01000060	      0.07167295	      0.01000060	      0.03017215	      0.01000060	      0.09609772
      0.85606858	     42.24021759	     -0.03148387	     -3.48018501	      4.55951264	     -6.76242418	    -21.27178572	      4.55951264	     -6.76242418	    -21.27178572	    -60.10066035	     19.56670819	      0.00038676	     -8.35377071	    -38.39078720	     42.55552542	    -19.18491180	    -38.39078720	     42.55552542	    -19.18491180	    -18.76365896	      0.01000059	      0.10754393	      0.01000059	      0.18680161	      0.01000059	      0.14742400	      0.01000059	      0.10344072	      0.01000059	      0.11687541	      0.01000059	      0.08270598	      0.01000059	      0.07167238	      0.01000059	      0.03013992	      0.01000059	      0.09612963	      0.01000059	      0.10754393	      0.01000059	      0.18680161	      0.01000059	      0.14742400	      0.01000059	      0.10344072	      0.01000059	      0.11687541	      0.01000059	      0.08270598	      0.01000059	      0.07167238	      0.01000059	      0.03013992	      0.01000059	      0.09612963
      0.85909832	     42.29945330	     -0.03148261	     -3.50553995	      4.44328833	     -6.63363253	    -21.32978943	      4.44328833	     -6.63363253	    -21.32978943	    -60.15744346	     19.53653705	      0.00044462	     -8.38360799	    -38.33217399	     42.46333687	    -19.10562534	    -38.33217399	     42.46333687	    -19.10562533	    -18.72058821	      0.01000056	      0.10748684	      0.01000056	      0.18685039	      0.01000056	      0.14730708	      0.01000056	      0.10352524	      0.01000056	      0.11685839	      0.01000056	      0.08260255	      0.01000056	      0.07167172	      0.01000056	      0.03010008	      0.01000056	      0.09616912	      0.01000056	      0.10748684	      0.01000056	      0.18685039	      0.01000056	      0.14730708	      0.01000056	      0.10352524	      0.01000056	      0.11685839	      0.01000056	      0.08260255	      0.01000056	      0.07167172	      0.01000056	      0.03010008	      0.01000056	      0.09616912
      0.86156424	     42.34759824	     -0.03148146	     -3.52624317	      4.34882470	     -6.52901740	    -21.37682101	      4.34882470	     -6.52901740	    -21.37682101	    -60.20356351	     19.51166069	      0.00049091	     -8.40789370	    -38.28285987	     42.38477383	    -19.03912571	    -38.28285987	     42.38477383	    -19.03912571	    -18.68532348	      0.01000055	      0.10744041	      0.01000055	      0.18689188	      0.01000055	      0.14721202	      0.01000055	      0.10359389	      0.01000055	      0.11684451	      0.01000055	      0.08251846	      0.01000055	      0.07167123	      0.01000055	      0.03006780	      0.01000055	      0.09620112	      0.01000055	      0.10744041	      0.01000055	      0.18689188	      0.01000055	      0.14721202	      0.01000055	      0.10359389	      0.01000055	      0.11684451	      0.01000055	      0.08251846	      0.01000055	      0.07167123	      0.01000055	      0.03006780	      0.01000055	      0.09620112
      0.86403015	     42.39568265	     -0.03148019	     -3.54700628	      4.25448191	     -6.42459635	    -21.42369020	      4.25448191	     -6.42459635	    -21.42369020	    -60.24959752	     19.48772366	      0.00053639	     -8.43217751	    -38.23478900	     42.30681237	    -18.97488449	    -38.23478900	     42.30681237	    -18.97488449	    -18.65108523	      0.01000053	      0.10739403	      0.01000053	      0.18693109	      0.01000053	      0.14711707	      0.01000053	      0.10366243	      0.01000053	      0.11683061	      0.01000053	      0.08243445	      0.01000053	      0.07167079	      0.01000053	      0.03003567	      0.01000053	      0.09623300	      0.01000053	      0.10739403	      0.01000053	      0.18693109	      0.01000053	      0.14711707	      0.01000053	      0.10366243	      0.01000053	      0.11683061	      0.01000053	      0.08243445	      0.01000053	      0.07167079	      0.01000053	      0.03003567	      0.01000053	      0.09623300
      0.86649607	     42.44370804	     -0.03147881	     -3.56782927	      4.16025863	     -6.32037031	    -21.47039997	      4.16025863	     -6.32037031	    -21.47039997	    -60.29554723	     19.46358899	      0.00058114	     -8.45646201	    -38.18547271	     42.22596406	    -18.90911579	    -38.18547271	     42.22596406	    -18.90911579	    -18.61674892	      0.01000051	      0.10734768	      0.01000051	      0.18697168	      0.01000051	      0.14702221	      0.01000051	      0.10373085	      0.01000051	      0.11681668	      0.01000051	      0.08235054	      0.01000051	      0.07167039	      0.01000051	      0.03000368	      0.01000051	      0.09626476	      0.01000051	      0.10734768	      0.01000051	      0.18697168	      0.01000051	      0.14702221	      0.01000051	      0.10373085	      0.01000051	      0.11681668	      0.01000051	      0.08235054	      0.01000051	      0.07167039	      0.01000051	      0.03000368	      0.01000051	      0.09626476
      0.86952374	     42.50259327	     -0.03147697	     -3.59347775	      4.04473691	     -6.19267554	    -21.52752974	      4.04473691	     -6.19267554	    -21.52752974	    -60.35184970	     19.43490083	      0.00063500	     -8.48627682	    -38.12590970	     42.12657587	    -18.83037808	    -38.12590970	     42.12657587	    -18.83037808	    -18.57565667	      0.01000049	      0.10729083	      0.01000049	      0.18701945	      0.01000049	      0.14690588	      0.01000049	      0.10381470	      0.01000049	      0.11679954	      0.01000049	      0.08224764	      0.01000049	      0.07166995	      0.01000049	      0.02996460	      0.01000049	      0.09630360	      0.01000049	      0.10729083	      0.01000049	      0.18701945	      0.01000049	      0.14690588	      0.01000049	      0.10381470	      0.01000049	      0.11679954	      0.01000049	      0.08224764	      0.01000049	      0.07166995	      0.01000049	      0.02996460	      0.01000049	      0.09630360
      0.87196037	     42.54992050	     -0.03147537	     -3.61418490	      3.95189811	     -6.09012946	    -21.57333335	      3.95189811	     -6.09012946	    -21.57333335	    -60.39707122	     19.41146393	      0.00067755	     -8.51027244	    -38.07635843	     42.04314350	    -18.76497901	    -38.07635843	     42.04314350	    -18.76497901	    -18.54234783	      0.01000048	      0.10724511	      0.01000048	      0.18705975	      0.01000048	      0.14681237	      0.01000048	      0.10388206	      0.01000048	      0.11678573	      0.01000048	      0.08216492	      0.01000048	      0.07166964	      0.01000048	      0.02993330	      0.01000048	      0.09633471	      0.01000048	      0.10724511	      0.01000048	      0.18705975	      0.01000048	      0.14681237	      0.01000048	      0.10388206	      0.01000048	      0.11678573	      0.01000048	      0.08216492	      0.01000048	      0.07166964	      0.01000048	      0.02993330	      0.01000048	      0.09633471
      0.87439700	     42.59719141	     -0.03147367	     -3.63495052	      3.85917923	     -5.98778681	    -21.61897927	      3.85917923	     -5.98778681	    -21.61897927	    -60.44221248	     19.38893324	      0.00071932	     -8.53426622	    -38.02804164	     41.96040107	    -18.70181443	    -38.02804164	     41.96040107	    -18.70181442	    -18.51002824	      0.01000046	      0.10719943	      0.01000046	      0.18709780	      0.01000046	      0.14671895	      0.01000046	      0.10394930	      0.01000046	      0.11677189	      0.01000046	      0.08208230	      0.01000046	      0.07166938	      0.01000046	      0.02990214	      0.01000046	      0.09636572	      0.01000046	      0.10719943	      0.01000046	      0.18709780	      0.01000046	      0.14671895	      0.01000046	      0.10394930	      0.01000046	      0.11677189	      0.01000046	      0.08208230	      0.01000046	      0.07166938	      0.01000046	      0.02990214	      0.01000046	      0.09636572
      0.87683363	     42.64440744	     -0.03147187	     -3.65577460	      3.76657898	     -5.88564829	    -21.66447034	      3.76657898	     -5.88564829	    -21.66447034	    -60.48727511	     19.36623886	      0.00076037	     -8.55826057	    -37.97861162	     41.87505147	    -18.63728282	    -37.97861162	     41.87505147	    -18.63728282	    -18.47764270	      0.01000045	      0.10715378	      0.01000045	      0.18713708	      0.01000045	      0.14662564	      0.01000045	      0.10401642	      0.01000045	      0.11675804	      0.01000045	      0.08199976	      0.01000045	      0.07166914	      0.01000045	      0.02987112	      0.01000045	      0.09639660	      0.01000045	      0.10715378	      0.01000045	      0.18713708	      0.01000045	      0.14662564	      0.01000045	      0.10401642	      0.01000045	      0.11675804	      0.01000045	      0.08199976	      0.01000045	      0.07166914	      0.01000045	      0.02987112	      0.01000045	      0.09639660
      0.87997060	     42.70511372	     -0.03146940	     -3.68267005	      3.64754063	     -5.75446114	    -21.72280599	      3.64754063	     -5.75446114	    -21.72280599	    -60.54517449	     19.33792781	      0.00081210	     -8.58914963	    -37.91587966	     41.76494949	    -18.55609034	    -37.91587966	     41.76494949	    -18.55609034	    -18.43698187	      0.01000043	      0.10709506	      0.01000043	      0.18718571	      0.01000043	      0.14650566	      0.01000043	      0.10410267	      0.01000043	      0.11674018	      0.01000043	      0.08189365	      0.01000043	      0.07166890	      0.01000043	      0.02983138	      0.01000043	      0.09643619	      0.01000043	      0.10709506	      0.01000043	      0.18718571	      0.01000043	      0.14650566	      0.01000043	      0.10410267	      0.01000043	      0.11674018	      0.01000043	      0.08189365	      0.01000043	      0.07166890	      0.01000043	      0.02983138	      0.01000043	      0.09643619
      0.88239688	     42.75200615	     -0.03146738	     -3.70353874	      3.55560629	     -5.65323402	    -21.76775039	      3.55560629	     -5.65323402	    -21.76775039	    -60.58986950	     19.31570480	      0.00085129	     -8.61304164	    -37.86583185	     41.67653763	    -18.49137637	    -37.86583185	     41.67653763	    -18.49137637	    -18.40531971	      0.01000042	      0.10704967	      0.01000042	      0.18722507	      0.01000042	      0.14641297	      0.01000042	      0.10416925	      0.01000042	      0.11672635	      0.01000042	      0.08181168	      0.01000042	      0.07166875	      0.01000042	      0.02980081	      0.01000042	      0.09646668	      0.01000042	      0.10704967	      0.01000042	      0.18722507	      0.01000042	      0.14641297	      0.01000042	      0.10416925	      0.01000042	      0.11672635	      0.01000042	      0.08181168	      0.01000042	      0.07166875	      0.01000042	      0.02980081	      0.01000042	      0.09646668
      0.88482316	     42.79884544	     -0.03146527	     -3.72446540	      3.46379256	     -5.55222145	    -21.81253942	      3.46379256	     -5.55222145	    -21.81253942	    -60.63448857	     19.29435096	      0.00088973	     -8.63693186	    -37.81698141	     41.58883308	    -18.42882183	    -37.81698141	     41.58883308	    -18.42882183	    -18.37460735	      0.01000040	      0.10700432	      0.01000040	      0.18726224	      0.01000040	      0.14632039	      0.01000040	      0.10423572	      0.01000040	      0.11671251	      0.01000040	      0.08172981	      0.01000040	      0.07166864	      0.01000040	      0.02977036	      0.01000040	      0.09649705	      0.01000040	      0.10700432	      0.01000040	      0.18726224	      0.01000040	      0.14632039	      0.01000040	      0.10423572	      0.01000040	      0.11671251	      0.01000040	      0.08172981	      0.01000040	      0.07166864	      0.01000040	      0.02977036	      0.01000040	      0.09649705
      0.88724944	     42.84563293	     -0.03146307	     -3.74545002	      3.37209817	     -5.45142402	    -21.85717580	      3.37209817	     -5.45142402	    -21.85717580	    -60.67903325	     19.27285667	      0.00092744	     -8.66082256	    -37.76711309	     41.49872935	    -18.36501426	    -37.76711309	     41.49872935	    -18.36501426	    -18.34385157	      0.01000039	      0.10695899	      0.01000039	      0.18730056	      0.01000039	      0.14622790	      0.01000039	      0.10430207	      0.01000039	      0.11669866	      0.01000039	      0.08164803	      0.01000039	      0.07166856	      0.01000039	      0.02974005	      0.01000039	      0.09652730	      0.01000039	      0.10695899	      0.01000039	      0.18730056	      0.01000039	      0.14622790	      0.01000039	      0.10430207	      0.01000039	      0.11669866	      0.01000039	      0.08164803	      0.01000039	      0.07166856	      0.01000039	      0.02974005	      0.01000039	      0.09652730
      0.89046788	     42.90761634	     -0.03146000	     -3.77337535	      3.25065313	     -5.31805657	    -21.91614755	      3.25065313	     -5.31805657	    -21.91614755	    -60.73800711	     19.24522987	      0.00097632	     -8.69251157	    -37.70183958	     41.37898468	    -18.28221126	    -37.70183958	     41.37898468	    -18.28221126	    -18.30406974	      0.01000038	      0.10689891	      0.01000038	      0.18734947	      0.01000038	      0.14610539	      0.01000038	      0.10438990	      0.01000038	      0.11668026	      0.01000038	      0.08153971	      0.01000038	      0.07166851	      0.01000038	      0.02970005	      0.01000038	      0.09656726	      0.01000038	      0.10689891	      0.01000038	      0.18734947	      0.01000038	      0.14610539	      0.01000038	      0.10438990	      0.01000038	      0.11668026	      0.01000038	      0.08153971	      0.01000038	      0.07166851	      0.01000038	      0.02970005	      0.01000038	      0.09656726
      0.89287480	     42.95391286	     -0.03145761	     -3.79432602	      3.15996809	     -5.21857157	    -21.96007509	      3.15996809	     -5.21857157	    -21.96007509	    -60.78202751	     19.22424714	      0.00101205	     -8.71621114	    -37.65154829	     41.28632685	    -18.21842269	    -37.65154829	     41.28632685	    -18.21842269	    -18.27411053	      0.01000036	      0.10685401	      0.01000036	      0.18738776	      0.01000036	      0.14601388	      0.01000036	      0.10445545	      0.01000036	      0.11666650	      0.01000036	      0.08145881	      0.01000036	      0.07166851	      0.01000036	      0.02967030	      0.01000036	      0.09659701	      0.01000036	      0.10685401	      0.01000036	      0.18738776	      0.01000036	      0.14601388	      0.01000036	      0.10445545	      0.01000036	      0.11666650	      0.01000036	      0.08145881	      0.01000036	      0.07166851	      0.01000036	      0.02967030	      0.01000036	      0.09659701
      0.89528172	     43.00015963	     -0.03145513	     -3.81533374	      3.06940324	     -5.11930950	    -22.00385074	      3.06940324	     -5.11930950	    -22.00385074	    -60.82597666	     19.20409819	      0.00104706	     -8.73990898	    -37.60242525	     41.19441021	    -18.15673132	    -37.60242525	     41.19441021	    -18.15673132	    -18.24506244	      0.01000035	      0.10680913	      0.01000035	      0.18742393	      0.01000035	      0.14592247	      0.01000035	      0.10452089	      0.01000035	      0.11665273	      0.01000035	      0.08137802	      0.01000035	      0.07166854	      0.01000035	      0.02964067	      0.01000035	      0.09662665	      0.01000035	      0.10680913	      0.01000035	      0.18742393	      0.01000035	      0.14592247	      0.01000035	      0.10452089	      0.01000035	      0.11665273	      0.01000035	      0.08137802	      0.01000035	      0.07166854	      0.01000035	      0.02964067	      0.01000035	      0.09662665
      0.89819856	     43.05613935	     -0.03145202	     -3.84086860	      2.95981076	     -4.99931727	    -22.05670074	      2.95981076	     -4.99931727	    -22.05670074	    -60.87914344	     19.17948578	      0.00108851	     -8.76862806	    -37.54157161	     41.07994946	    -18.08028391	    -37.54157161	     41.07994946	    -18.08028391	    -18.20979445	      0.01000034	      0.10675478	      0.01000034	      0.18746932	      0.01000034	      0.14581184	      0.01000034	      0.10460005	      0.01000034	      0.11663604	      0.01000034	      0.08128024	      0.01000034	      0.07166861	      0.01000034	      0.02960494	      0.01000034	      0.09666242	      0.01000034	      0.10675478	      0.01000034	      0.18746932	      0.01000034	      0.14581184	      0.01000034	      0.10460005	      0.01000034	      0.11663604	      0.01000034	      0.08128024	      0.01000034	      0.07166861	      0.01000034	      0.02960494	      0.01000034	      0.09666242
      0.90080904	     43.10617891	     -0.03144913	     -3.86379241	      2.86187971	     -4.89221274	    -22.10381141	      2.86187971	     -4.89221274	    -22.10381141	    -60.92663930	     19.15831323	      0.00112474	     -8.79432882	    -37.48822191	     40.97805681	    -18.01404020	    -37.48822191	     40.97805681	    -18.01404020	    -18.17918199	      0.01000033	      0.10670617	      0.01000033	      0.18750770	      0.01000033	      0.14571296	      0.01000033	      0.10467074	      0.01000033	      0.11662109	      0.01000033	      0.08119286	      0.01000033	      0.07166872	      0.01000033	      0.02957313	      0.01000033	      0.09669429	      0.01000033	      0.10670617	      0.01000033	      0.18750770	      0.01000033	      0.14571296	      0.01000033	      0.10467074	      0.01000033	      0.11662109	      0.01000033	      0.08119286	      0.01000033	      0.07166872	      0.01000033	      0.02957313	      0.01000033	      0.09669429
      0.90341951	     43.15616317	     -0.03144614	     -3.88678332	      2.76408899	     -4.78537704	    -22.15074792	      2.76408899	     -4.78537704	    -22.15074792	    -60.97405537	     19.13670412	      0.00116011	     -8.82003069	    -37.43313329	     40.87266936	    -17.94537285	    -37.43313329	     40.87266936	    -17.94537285	    -18.14825238	      0.01000032	      0.10665758	      0.01000032	      0.18754837	      0.01000032	      0.14561420	      0.01000032	      0.10474130	      0.01000032	      0.11660615	      0.01000032	      0.08110560	      0.01000032	      0.07166886	      0.01000032	      0.02954147	      0.01000032	      0.09672603	      0.01000032	      0.10665758	      0.01000032	      0.18754837	      0.01000032	      0.14561420	      0.01000032	      0.10474130	      0.01000032	      0.11660615	      0.01000032	      0.08110560	      0.01000032	      0.07166886	      0.01000032	      0.02954147	      0.01000032	      0.09672603
      0.90602998	     43.20609178	     -0.03144307	     -3.90984132	      2.66644134	     -4.67881668	    -22.19750679	      2.66644134	     -4.67881668	    -22.19750679	    -61.02139159	     19.11610714	      0.00119467	     -8.84573042	    -37.37956448	     40.76848474	    -17.87946960	    -37.37956448	     40.76848474	    -17.87946960	    -18.11842042	      0.01000031	      0.10660902	      0.01000031	      0.18758624	      0.01000031	      0.14551556	      0.01000031	      0.10481173	      0.01000031	      0.11659121	      0.01000031	      0.08101846	      0.01000031	      0.07166903	      0.01000031	      0.02950997	      0.01000031	      0.09675764	      0.01000031	      0.10660902	      0.01000031	      0.18758624	      0.01000031	      0.14551556	      0.01000031	      0.10481173	      0.01000031	      0.11659121	      0.01000031	      0.08101846	      0.01000031	      0.07166903	      0.01000031	      0.02950997	      0.01000031	      0.09675764
      0.90864046	     43.25596654	     -0.03143991	     -3.93296640	      2.56893467	     -4.57253117	    -22.24409226	      2.56893467	     -4.57253117	    -22.24409226	    -61.06864999	     19.09500624	      0.00122837	     -8.87143140	    -37.32413403	     40.66067672	    -17.81094744	    -37.32413403	     40.66067672	    -17.81094744	    -18.08820547	      0.01000030	      0.10656048	      0.01000030	      0.18762660	      0.01000030	      0.14541705	      0.01000030	      0.10488202	      0.01000030	      0.11657626	      0.01000030	      0.08093145	      0.01000030	      0.07166924	      0.01000030	      0.02947861	      0.01000030	      0.09678912	      0.01000030	      0.10656048	      0.01000030	      0.18762660	      0.01000030	      0.14541705	      0.01000030	      0.10488202	      0.01000030	      0.11657626	      0.01000030	      0.08093145	      0.01000030	      0.07166924	      0.01000030	      0.02947861	      0.01000030	      0.09678912
