PathFileType	4	(X/Y/Z)	squat.trc																																					
DataRate	CameraRate	NumFrames	NumMarkers	Units	OrigDataRate	OrigDataStartFrame	OrigNumFrames																																	
120	120	1544	8	mm	120	0	1544																																	
frame#	Time	Ankle_4	Ankle_4	Ankle_4	Ankle_3	Ankle_3	Ankle_3	Ankle_2	Ankle_2	Ankle_2	Ankle_1	Ankle_1	Ankle_1	Tibia_2	Tibia_2	Tibia_2	Pelvis_1	Pelvis_1	Pelvis_1	Pelvis_2	Pelvis_2	Pelvis_2	Femur_1 	Femur_1 	Femur_1 	Femur_2	Femur_2	Femur_2	Tibia_1	Tibia_1	Tibia_1	Ankle_5	Ankle_5	Ankle_5	Unlabeled:5029	Unlabeled:5029	Unlabeled:5029	Unlabeled:5030	Unlabeled:5030	Unlabeled:5030
		X1	Y1	Z1	X2	Y2	Z2	X3	Y3	Z3	X4	Y4	Z4	X5	Y5	Z5	X6	Y6	Z6	X7	Y7	Z7	Z8	Y8	Z8	X9	Y9	Z9	X10	Y10	Z10	X11	Y11	Z11	X12	Y12	Z12	X12	Y12	Z12
																																								
																																								
																																								
																																								
																																								
1280	10.666667	-183.599014	1.122722	255.847931	143.763748	1400.868286	214.561676	16.378521	0.173458	257.822357	18.879818	-1.575218	-9.456527	144.421234	1272.423218	207.310333	158.762634	871.112488	161.922546	114.472542	234.331177	126.383842	157.297775	699.820618	132.821915	115.01619	109.098167	126.431343	117.666389	21.997343	130.0224	139.174469	1503.23938	215.110413						
1281	10.675	-183.653976	1.052251	255.857681	143.678101	1400.77478	214.159241	16.328293	0.030187	257.796173	18.833462	-1.671847	-9.467649	144.369751	1272.321655	206.869446	158.681976	871.047668	161.51207	114.432549	234.142593	126.359894	157.246414	699.719299	132.459702	115.026581	109.163048	126.451958	117.644051	21.978094	130.037216	139.147552	1502.943726	214.806168						
1282	10.683333	-183.725479	0.917279	255.83667	143.59549	1400.712891	213.783783	16.24943	-0.101784	257.762573	18.779869	-1.878038	-9.471831	144.295273	1272.248901	206.438202	158.563461	871.105225	161.305008	114.368645	233.97612	126.331703	157.16864	699.596619	132.074097	115.022263	109.108009	126.439201	117.644768	21.961874	130.045944	139.069672	1503.159058	214.21991						
1283	10.691667	-183.792725	0.767002	255.785141	143.493759	1400.606445	213.342972	16.190123	-0.222136	257.747162	18.701536	-2.10147	-9.472649	144.221283	1272.163818	206.035904	158.571915	870.869873	160.662811	114.367172	233.734024	126.211998	157.117233	699.440979	131.693573	115.01857	109.15065	126.448181	117.64473	22.003471	130.063889	139.045074	1502.746582	213.988922						
1284	10.7	-183.823334	0.681828	255.752594	143.401932	1400.526001	212.933075	16.191889	-0.303311	257.713409	18.194094	-2.135591	-9.031162	144.152756	1272.091309	205.60553	158.454575	870.79364	160.254242	114.280342	233.669662	126.163857	157.064117	699.322449	131.294632	115.030342	109.143097	126.447617	117.639572	21.99206	130.043045	138.992599	1502.623291	213.55426						
1285	10.708333	-183.834961	0.638311	255.730606	143.326096	1400.45752	212.513092	16.14533	-0.341168	257.697449	18.173433	-2.307278	-9.047901	144.105179	1272.039307	205.18219	158.381012	870.745605	159.819199	114.627853	234.915878	125.792328	157.031906	699.247864	130.89212	115.003426	109.139008	126.41655	117.633659	21.988346	130.045227	138.872696	1502.92627	212.862961						
1286	10.716667	-183.840134	0.63412	255.745468	143.267319	1400.416016	212.194641	16.158405	-0.354435	257.705597	18.14727	-2.328419	-9.020452	144.035461	1272.05896	204.770096	158.315735	870.709717	159.391998	114.598083	234.891357	125.729721	156.953339	699.296936	130.583923	115.011055	109.135696	126.451118	117.623268	22.020782	130.049072	138.884827	1502.914917	212.454865						
1287	10.725	-183.83287	0.635465	255.750809	143.249649	1400.451416	211.809647	16.164083	-0.324566	257.710144	18.150284	-2.189721	-9.054419	144.001846	1272.058472	204.369858	158.241592	870.714783	158.99411	114.242653	233.723145	126.014572	156.904892	699.297241	130.266434	114.986519	109.124306	126.431969	117.619499	22.00148	130.06459	138.852554	1502.905029	212.084778						
1288	10.733333	-183.824722	0.733966	255.787552	143.253952	1400.542114	211.462463	16.184797	-0.277758	257.753998	18.669586	-2.129323	-9.471416	143.973709	1272.093872	204.014343	158.174484	870.764709	158.603775	114.30397	233.767731	125.982132	156.858185	699.377441	129.960266	114.990654	109.16407	126.433311	117.62574	21.980389	130.043671	138.839478	1502.965454	211.776291						
1289	10.741667	-183.766846	0.850202	255.807938	143.280701	1400.621704	211.12587	16.227644	-0.134465	257.764252	18.734171	-1.896821	-9.466699	143.965057	1272.150879	203.704849	158.162323	870.826965	158.25618	114.285393	233.905624	125.954124	156.820023	699.499695	129.641525	114.966995	109.159386	126.406044	117.633484	21.94142	130.053024	138.845993	1503.02832	211.470352						
1290	10.75	-183.67923	1.020911	255.865723	143.338272	1400.669922	210.807983	16.297438	-0.002573	257.809113	18.820372	-1.749584	-9.479583	144.00116	1272.215454	203.395233	158.141479	870.938232	157.900009	114.310043	234.149979	125.891624	156.830017	699.644897	129.328079	114.971802	109.169792	126.453178	117.643829	21.912802	130.072418	138.876068	1503.105713	211.216629						
1291	10.758333	-183.622238	1.110958	255.880569	143.378891	1400.719482	210.485016	16.380714	0.12035	257.81189	18.896626	-1.593001	-9.456483	144.003662	1271.982544	203.306168	158.11264	871.013977	157.581375	114.338562	234.306717	125.828384	156.81575	699.763794	128.99791	114.970604	109.209709	126.441078	117.661568	21.968771	130.05159	138.866196	1503.154053	210.972244						
1292	10.766667	-183.582275	1.147452	255.861343	143.369904	1400.764404	210.187531	16.393103	0.194493	257.826996	18.908642	-1.511979	-9.464624	144.006516	1272.298218	202.893433	158.078934	871.045044	157.255356	114.370605	234.443665	125.830368	156.776749	699.833252	128.708084	114.953972	109.168114	126.416359	117.633911	21.942776	130.03418	138.853149	1503.164551	210.774734						
1293	10.775	-183.608902	1.152784	255.860504	143.37796	1400.741821	209.974686	16.374378	0.171715	257.829224	18.900354	-1.550086	-9.44278	143.983841	1272.298584	202.677551	158.050751	871.040222	156.954865	114.308113	234.417679	125.790756	156.740906	699.786316	128.39978	114.963074	109.093719	126.405029	117.654472	21.972099	130.086563	138.824631	1503.157104	210.59317						
1294	10.783333	-183.615097	1.067021	255.874695	143.344727	1400.649902	209.798813	16.345081	0.089359	257.817169	18.861748	-1.657063	-9.458825	143.932236	1272.224243	202.452637	157.967773	871.009644	156.704361	114.299988	234.280579	125.755295	156.65831	699.725525	128.119995	114.937904	109.096931	126.42099	117.640419	21.926977	130.053802	138.790054	1503.113403	210.409698						
1295	10.791667	-183.689697	0.957423	255.844986	143.319077	1400.576538	209.599335	16.29878	-0.051896	257.801788	18.817764	-1.816442	-9.487568	143.870132	1271.880981	202.437225	157.881653	870.944702	156.46814	114.283997	234.05423	125.72506	156.543259	699.589478	127.825737	114.945038	109.095604	126.373993	117.645958	21.943039	130.035904	138.72493	1503.054321	210.281143						
1296	10.8	-183.747009	0.808383	255.83017	143.253265	1400.488647	209.484802	16.230658	-0.177002	257.763733	18.735567	-2.0182	-9.461471	143.811859	1271.779053	202.307709	157.827744	870.898804	156.236923	114.192688	233.862183	125.737282	156.381577	699.476135	127.519997	114.948792	109.112411	126.405968	117.642426	21.946161	130.068359	138.684753	1502.981567	210.098465						
1297	10.808333	-184.065826	0.982584	256.730194	143.201279	1400.419312	209.382507	16.185165	-0.288404	257.727509	18.223541	-2.104829	-9.056228	143.717422	1271.699707	202.196732	157.708771	870.841431	156.01564	114.143478	233.721222	125.685585	156.242508	699.372742	127.28241	114.895302	109.117821	126.399788	117.614326	21.932856	130.032974	138.655136	1502.902832	209.960175						
1298	10.816667	-184.087311	0.866503	256.719086	143.148422	1400.342529	209.287674	16.163383	-0.37488	257.693604	18.173164	-2.238008	-9.034149	143.692963	1271.619263	202.073608	157.608826	870.788635	155.846542	114.423332	234.837509	125.322235	156.089188	699.348755	127.06649	114.916809	109.115463	126.365959	117.602242	21.909298	130.053314	138.631592	1502.862061	209.844727						
1299	10.825	-183.59079	1.947426	256.869965	143.115799	1400.337769	209.231674	16.152109	-0.38012	257.688568	18.153942	-2.35558	-9.048695	143.656006	1271.620605	201.973053	157.541092	870.765381	155.697433	114.413193	234.873718	125.29425	155.972137	699.299072	126.894699	114.919487	109.133293	126.366394	117.573837	21.943621	130.037979	138.611923	1502.81311	209.740967						
1300	10.833333	-184.081635	0.842025	256.717896	143.107162	1400.368896	209.118378	16.155891	-0.365702	257.694641	18.128557	-2.264953	-9.040978	143.641815	1271.615845	201.857346	157.48793	870.785461	155.574066	114.381508	234.809311	125.284729	155.858673	699.352051	126.774696	114.891914	109.103226	126.374794	117.609612	21.954206	130.041885	138.594986	1502.855469	209.648666						
1301	10.841667	-183.814056	0.812221	256.250671	143.116821	1400.415161	209.042862	16.168556	-0.296743	257.713745	18.195192	-2.073411	-9.037731	143.627884	1271.687744	201.772003	157.469116	870.807617	155.520096	114.083824	233.653992	125.618279	155.823074	699.370544	126.672371	114.907745	109.126686	126.352921	117.619354	21.94207	130.044296	138.602066	1502.869873	209.595505						
1302	10.85	-183.782654	0.953994	256.247589	143.161819	1400.516846	208.979202	16.212093	-0.222142	257.746338	18.275078	-1.782606	-9.02088	143.64772	1271.787476	201.703232	157.467804	870.880188	155.476074	114.082031	233.908539	125.621765	155.844681	699.527344	126.673607	114.908852	109.126915	126.396614	117.595535	21.93302	130.050751	138.631332	1502.968872	209.591354						
1303	10.858333	-183.677322	1.133548	256.252319	143.19809	1400.628906	208.895691	16.279856	0.004566	257.770569	18.825726	-1.736069	-9.442884	143.683975	1271.901001	201.630371	157.491547	870.950684	155.468353	114.138168	234.104446	125.57444	155.83197	699.718506	126.663383	114.915031	109.134285	126.392815	117.625832	21.936209	130.045975	138.66069	1503.062988	209.581711						
1304	10.866667	-183.607925	1.28133	256.261688	143.234833	1400.710571	208.8461	16.387981	0.173389	257.812103	18.906204	-1.565952	-9.43044	143.696548	1272.289917	201.427582	157.51474	871.06134	155.460602	114.208496	234.339035	125.575676	156.072128	699.659363	126.239624	114.906685	109.089714	126.36483	117.613274	21.963823	130.024399	138.666031	1503.16272	209.602631						
1305	10.875	-183.560455	1.358572	256.268188	143.23497	1400.757202	208.843994	16.45846	0.318715	257.829254	18.975107	-1.464702	-9.442131	143.709961	1272.356079	201.447845	157.510757	871.11499	155.447708	114.281631	234.500778	125.545097	156.059387	699.768982	126.244339	114.906151	109.125839	126.35434	117.602928	21.928299	130.042374	138.678177	1503.202393	209.622009						
1306	10.883333	-183.572708	1.367301	256.269958	143.195709	1400.760742	208.873932	16.450611	0.277557	257.800385	18.957655	-1.419507	-9.46126	143.659912	1272.324951	201.515579	157.478928	871.112793	155.472351	114.270615	234.484146	125.531677	155.834396	700.004639	126.696762	114.905182	109.123024	126.381721	117.616898	21.927368	130.02887	138.642746	1503.214111	209.601822						
1307	10.891667	-183.589172	1.247893	256.281036	143.150284	1400.71228	208.947357	16.373386	0.11674	257.803131	18.889814	-1.54096	-9.45545	143.580994	1272.275269	201.548401	157.432755	871.07489	155.510284	114.21431	234.335861	125.587715	155.734787	699.89624	126.719223	114.902336	109.064957	126.343575	117.64315	21.98114	130.01886	138.575317	1503.177979	209.658401						
1308	10.9	-183.667007	1.094944	256.269501	143.057068	1400.62915	209.026001	16.286949	-0.019996	257.770905	18.797232	-1.742942	-9.456094	143.494659	1272.186646	201.60144	157.355164	870.963196	155.573624	114.138123	234.090942	125.575546	155.62735	699.671936	126.718987	114.918282	109.092461	126.340912	117.635178	21.920341	130.062286	138.492035	1503.09314	209.684448						
1309	10.908333	-183.767715	0.895562	256.239502	142.964142	1400.509766	209.103348	16.205442	-0.223714	257.731506	18.695623	-2.044605	-9.46825	143.402985	1271.776978	201.891205	157.273636	870.87146	155.60733	114.057983	233.877563	125.57222	155.556244	699.507813	126.749771	114.922638	109.080986	126.34082	117.629333	21.923878	130.037018	138.370911	1502.96521	209.684647						
1310	10.916667	-183.810562	0.775488	256.230469	142.844788	1400.419678	209.176697	16.176113	-0.315397	257.693207	18.191679	-2.134025	-9.033007	143.319061	1271.663818	201.964844	157.230194	870.802429	155.674957	114.036148	233.698318	125.585213	155.559525	699.335938	126.783264	114.910469	109.096451	126.368523	117.581978	21.955196	130.029434	138.297089	1502.859741	209.693237						
1311	10.925	-183.578018	1.923912	256.871124	142.764404	1400.366699	209.258835	16.155872	-0.387389	257.669373	18.145025	-2.330199	-9.065654	143.253967	1271.606323	202.06012	157.206772	870.754028	155.767334	114.329353	234.838699	125.264343	155.537201	699.303223	126.851112	114.929794	109.102264	126.353233	117.601425	21.926439	130.020508	138.217758	1502.853638	209.758408						
1312	10.933333	-183.584198	1.904863	256.877899	142.694992	1400.322021	209.330368	16.163624	-0.362832	257.668915	18.108837	-2.327618	-9.050118	143.187027	1271.951172	201.889023	157.208405	870.741516	155.891556	114.366982	234.822998	125.303658	155.58522	699.302917	126.95813	114.895256	109.0924	126.352814	117.614128	21.907177	130.007629	138.149124	1502.82605	209.837372						
1313	10.941667	-184.073776	0.849222	256.703247	142.667557	1400.354736	209.406219	16.17202	-0.371547	257.674255	18.118824	-2.222203	-9.031822	143.161011	1271.624268	202.239273	157.217682	870.762024	156.024384	114.362701	234.789169	125.332069	155.642944	699.303223	127.091171	114.916428	109.099815	126.379166	117.628853	21.912535	130.053589	138.100403	1502.824829	209.928787						
1314	10.95	-183.824844	0.736967	255.780869	142.623978	1400.415894	209.576523	16.189165	-0.30596	257.713074	18.229153	-2.015462	-9.03321	143.164673	1271.71875	202.29158	157.260239	870.810425	156.198395	114.087357	233.703751	125.689148	155.717026	699.388	127.309204	114.918457	109.110977	126.411957	117.637573	21.961082	130.037598	138.069611	1502.880127	210.02037						
1315	10.958333	-183.731888	0.845683	255.8302	142.643967	1400.533325	209.628662	16.221891	-0.168192	257.747955	18.758596	-1.959358	-9.472817	143.171738	1271.811646	202.415161	157.317474	870.908386	156.356628	114.126984	233.836151	125.700638	155.823318	699.483521	127.503616	114.954079	109.086517	126.392601	117.607643	21.90658	130.043732	138.075241	1502.967285	210.145874						
1316	10.966667	-183.658844	1.023604	255.839798	142.661377	1400.645996	209.679642	16.303686	0.002021	257.786377	18.814169	-1.755354	-9.462977	143.187576	1271.900024	202.528107	157.374298	871.031433	156.528931	114.171394	234.022202	125.709908	155.925735	699.652832	127.712723	114.957031	109.140419	126.390335	117.63855	21.93413	130.052231	138.090103	1503.066528	210.285187						
1317	10.975	-183.613815	1.141646	255.854813	142.6362	1400.725098	209.755554	16.388712	0.169137	257.798126	18.871296	-1.581348	-9.460617	143.22464	1272.012085	202.611023	157.422791	871.073425	156.67775	114.260513	234.295685	125.699806	156.086807	699.804993	127.931458	114.92852	109.104233	126.345291	117.634308	21.94771	130.051605	138.073746	1503.141113	210.36647						
1318	10.983333	-183.548309	1.179186	255.869415	142.625336	1400.779175	209.842834	16.414436	0.25811	257.791443	18.92473	-1.480048	-9.460924	143.23877	1272.302002	202.556366	157.459473	871.090576	156.814636	114.298676	234.423203	125.731689	156.165344	699.895752	128.164124	114.955093	109.113892	126.384285	117.626747	21.944227	130.056686	138.092453	1503.175049	210.463806						
1319	10.991667	-183.567993	1.219773	255.862289	142.603378	1400.796021	209.946945	16.414661	0.205937	257.777039	18.922289	-1.518747	-9.46918	143.227966	1272.024536	202.839905	157.511078	871.109192	156.979156	114.2873	234.41803	125.731453	156.221817	699.837524	128.31459	114.960396	109.058418	126.382675	117.632675	21.937918	130.055038	138.038651	1503.199341	210.543655						
1320	11	-183.614761	1.11171	255.860931	142.528687	1400.759521	210.125031	16.350657	0.108445	257.806213	18.867901	-1.605774	-9.453636	143.205444	1271.986938	202.975266	157.493942	871.049438	157.138336	114.245895	234.266159	125.739548	156.228683	699.766235	128.491028	114.968185	109.116951	126.389694	117.610977	21.927031	130.05835	138.012817	1503.130981	210.625443						
1321	11.008333	-183.708481	0.963942	255.865311	142.47226	1400.691528	210.267044	16.279406	-0.045463	257.770599	18.798201	-1.775903	-9.476402	143.18573	1271.888062	203.090958	157.497086	870.947815	157.285614	114.202911	234.034149	125.774559	156.21994	699.601135	128.592422	114.965462	109.154793	126.380966	117.630264	21.958639	130.054749	137.946075	1503.067749	210.709274						
1322	11.016667	-183.776611	0.789982	255.809784	142.391815	1400.594604	210.405518	16.221363	-0.198518	257.733398	18.679602	-1.967281	-9.474369	143.135849	1271.795166	203.234695	157.464508	870.865967	157.451385	114.165459	233.848785	125.812691	156.228714	699.439514	128.722061	114.98542	109.105492	126.395538	117.63623	21.917154	130.038239	137.875549	1502.978516	210.805832						
1323	11.025	-183.811539	0.696801	255.791748	142.326477	1400.503418	210.58316	16.18062	-0.30115	257.708862	18.179167	-2.0983	-9.048507	143.086655	1271.680054	203.395248	157.446167	870.769165	157.627579	114.157249	233.665436	125.831337	156.213333	699.293823	128.844604	114.9627	109.126801	126.406204	117.642403	21.927578	130.057098	137.861313	1502.550659	211.083405						
1324	11.033333	-183.841614	0.645098	255.755249	142.226746	1400.416382	210.772125	16.152035	-0.358178	257.686951	18.130625	-2.286717	-9.045376	143.042099	1271.63147	203.522995	157.45607	870.714661	157.778931	114.469742	234.837097	125.528809	156.232162	699.213684	128.9879	114.996696	109.137085	126.434998	117.643303	21.948881	130.047165	137.775848	1502.479004	211.196854						
1325	11.041667	-183.856415	0.615396	255.737244	142.209167	1400.401855	210.927155	16.149513	-0.395542	257.695007	18.102259	-2.333268	-9.046112	143.027039	1271.606812	203.688522	157.483093	870.685181	157.950027	114.458611	234.867218	125.541626	156.272034	699.229919	129.175827	114.985336	109.078651	126.420815	117.647308	21.936165	130.048447	137.742035	1502.446899	211.352783						
1326	11.05	-183.823547	0.635828	255.760818	142.208115	1400.443481	211.091843	16.145491	-0.369707	257.682709	18.156839	-2.311119	-9.036302	143.041397	1271.638794	203.834686	157.507156	870.686768	158.110168	114.494057	234.830643	125.59153	156.322601	699.252747	129.333542	114.982956	109.110214	126.448479	117.638634	21.920876	130.066315	137.72435	1502.473755	211.518326						
1327	11.058333	-183.808212	0.670613	255.746658	142.243622	1400.525269	211.24588	16.171824	-0.283968	257.732544	18.2066	-2.120535	-9.037657	143.051392	1271.704346	204.013504	157.538605	870.720276	158.285568	114.222557	233.585739	125.927284	156.341293	699.310974	129.59288	115.003822	109.084724	126.422417	117.648064	21.942446	130.041046	137.766052	1502.544067	211.734024						
1328	11.066667	-183.778854	0.824589	255.810471	142.285278	1400.618286	211.384613	16.197582	-0.148815	257.741364	18.722757	-2.000629	-9.469894	143.091217	1271.780762	204.179367	157.600479	870.785217	158.476196	114.236435	233.861313	125.955627	156.406998	699.499512	129.808395	115.010048	109.185623	126.444847	117.61956	21.969769	130.042679	137.759369	1502.666382	211.957657						
1329	11.075	-183.693527	0.998992	255.860565	142.331329	1400.737183	211.543427	16.276314	-0.033645	257.789551	18.800617	-1.751783	-9.457881	143.118668	1271.897583	204.367203	157.664993	870.926147	158.697769	114.290756	234.105133	125.954987	156.50824	699.667969	130.021667	115.026337	109.150757	126.454147	117.630211	21.961119	130.039581	137.775314	1502.786865	212.133957						
1330	11.083333	-183.633392	1.11253	255.87558	142.368317	1400.829346	211.669556	16.356817	0.096355	257.824646	18.861525	-1.620039	-9.446735	143.151031	1272.249634	204.352142	157.702423	871.00769	158.881607	114.363136	234.266296	125.951546	156.520676	699.786133	130.197495	115.018799	109.147484	126.436996	117.635216	21.953156	130.056458	137.80275	1502.845581	212.340073						
1331	11.091667	-183.598846	1.180746	255.868347	142.645813	1401.392822	210.931717	16.39481	0.216966	257.811249	18.896229	-1.522505	-9.468122	143.165649	1272.300537	204.516693	157.758316	871.06012	159.056107	114.391052	234.368546	125.985252	156.537277	699.844666	130.36116	114.990738	109.118233	126.432213	117.62867	21.974548	130.043732	137.786011	1502.896606	212.537537						
1332	11.1	-183.588089	1.165405	255.869125	142.657379	1401.406982	211.089737	16.396099	0.205218	257.816071	18.903643	-1.553561	-9.444845	143.159195	1272.299561	204.709518	157.764801	871.073242	159.223419	114.392708	234.403122	125.960632	156.514038	699.853149	130.508743	114.989708	109.133316	126.434685	117.635193	21.893864	130.043777	137.759933	1503.205566	212.595261						
1333	11.108333	-183.619812	1.086454	255.873688	142.645874	1401.416016	211.264862	16.3468	0.089951	257.821411	18.828329	-1.613808	-9.463012	143.172455	1272.300049	204.910217	157.740219	871.008057	159.371429	114.301186	234.286804	126.02076	156.461044	699.747314	130.568161	114.969666	109.101234	126.422462	117.632301	21.944283	130.043243	137.764297	1503.183594	212.800476						
1334	11.116667	-183.71994	0.94259	255.851959	142.332458	1400.716675	212.397552	16.264307	-0.036006	257.802979	18.770523	-1.783614	-9.456059	143.143738	1272.226074	205.079742	157.709991	870.932983	159.490189	114.286736	234.003937	126.034737	156.573303	699.393738	130.259171	114.994148	109.128357	126.444725	117.616005	21.955107	130.041153	137.747208	1503.098755	213.008606						
1335	11.125	-183.775177	0.818965	255.82933	142.30481	1400.618286	212.598419	16.219416	-0.173593	257.757385	18.722626	-1.975225	-9.461916	143.110626	1272.162964	205.269272	157.679352	870.83606	159.614746	114.248039	233.841263	126.060188	156.484177	699.280884	130.283752	114.991959	109.084656	126.45742	117.636566	21.923683	130.038834	137.706604	1503.038086	213.156509						
1336	11.133333	-183.798599	0.720678	255.80275	142.287628	1400.522217	212.778885	16.184586	-0.271805	257.750946	18.218197	-2.019949	-9.025962	143.079254	1272.094482	205.417114	157.628296	870.777222	159.729324	114.21508	233.650726	126.087593	156.435944	699.173706	130.354446	115.011993	109.131577	126.436218	117.638954	21.952719	130.069107	137.682709	1502.950317	213.291214						
1337	11.141667	-183.831589	0.686124	255.762726	142.236801	1400.483276	212.945648	16.149931	-0.350922	257.72403	18.138533	-2.17436	-9.032621	143.055679	1272.050415	205.55751	157.591232	870.72113	159.822311	114.201813	233.563263	126.080215	156.381607	699.141724	130.376633	115.020027	109.171562	126.46814	117.622948	21.992132	130.088486	137.668045	1502.552979	213.654343						
1338	11.15	-183.830414	0.62246	255.764389	142.224594	1400.431641	213.111755	16.161179	-0.346937	257.724945	18.143778	-2.268974	-9.007321	143.01651	1272.00061	205.691132	157.464523	870.890625	160.243668	114.53067	234.769302	125.77565	156.333771	699.132202	130.414612	115.020912	109.133675	126.457436	117.640793	21.976046	130.030899	137.646332	1502.52832	213.793396						
1339	11.158333	-183.832794	0.636775	255.750122	142.22197	1400.436157	213.240067	16.155582	-0.343853	257.707092	18.130342	-2.178256	-9.023309	143.009644	1272.026855	205.809357	157.458969	870.881226	160.31871	114.499428	234.822174	125.793564	156.27121	699.144409	130.505096	114.993904	109.137444	126.453415	117.640778	21.985695	130.067474	137.615433	1502.920654	213.710831						
1340	11.166667	-183.822296	0.699032	255.782303	142.244324	1400.507446	213.37262	16.186663	-0.29961	257.725403	18.188364	-2.07078	-9.017918	143.000336	1272.060669	205.939926	157.426376	870.951965	160.406342	114.173447	233.717392	126.089737	156.225555	699.133423	130.572296	115.019356	109.109543	126.444969	117.638565	21.974266	130.040405	137.620438	1502.967529	213.876144						
1341	11.175	-183.780136	0.78056	255.819199	142.26738	1400.618042	213.501022	16.194912	-0.205614	257.757507	18.692404	-2.060091	-9.465761	143.00412	1272.126709	206.07933	157.41394	871.038513	160.507187	114.174118	233.805222	126.121346	156.14946	699.258057	130.673309	114.992935	109.170509	126.451614	117.633522	21.958033	130.054337	137.620026	1503.045776	214.001358						
1342	11.183333	-183.724289	0.958574	255.842712	142.31044	1400.675903	213.55986	16.241545	-0.057894	257.782562	18.773346	-1.85335	-9.476955	143.035629	1272.202759	206.178223	157.447601	871.131836	160.603577	114.203659	233.998703	126.122597	156.130554	699.349854	130.715271	115.000824	109.158859	126.442345	117.608238	21.990007	130.062378	137.653992	1503.12561	214.148392						
1343	11.191667	-183.661377	1.107491	255.882706	142.344635	1400.801636	213.667877	16.341482	0.055628	257.821289	18.834047	-1.652963	-9.490509	143.032898	1272.274048	206.28215	157.454498	871.206116	160.673508	114.234283	234.151947	126.107155	156.135803	699.502808	130.777161	114.988899	109.143806	126.446098	117.649948	21.968403	130.023804	137.678162	1503.209229	214.276382						
1344	11.2	-183.593277	1.1738	255.871124	142.367233	1400.833252	213.694672	16.381701	0.216656	257.849152	18.901529	-1.496986	-9.44478	143.037766	1272.355713	206.332993	157.466995	871.088684	160.506393	114.295006	234.324051	126.111122	156.120255	699.562927	130.798874	115.002953	109.120193	126.436012	117.665733	21.976702	130.088348	137.683807	1503.272217	214.347458						
1345	11.208333	-183.597931	1.175985	255.866684	142.342667	1400.821289	213.751892	16.410223	0.236408	257.819489	18.915224	-1.495791	-9.485461	143.019333	1272.370117	206.405853	157.464523	871.121643	160.526245	114.287575	234.376236	126.070229	156.06601	699.584412	130.813461	114.980278	109.115135	126.436531	117.656929	21.929792	130.039352	137.656662	1503.28418	214.422516						
1346	11.216667	-183.585007	1.149702	255.854401	142.320389	1400.799316	213.828537	16.369349	0.172785	257.821991	18.898705	-1.585045	-9.467734	142.993515	1272.322998	206.446762	157.404175	871.092346	160.561874	114.253426	234.294739	126.116722	155.992645	699.545898	130.80867	114.997246	109.130196	126.465096	117.633553	21.944809	130.075607	137.638916	1503.255981	214.491852						
1347	11.225	-183.652649	1.065211	255.861526	142.24675	1400.755249	213.950027	16.300644	0.032682	257.809601	18.820343	-1.734403	-9.458785	142.914703	1272.264282	206.503326	157.279205	871.203674	160.772034	114.166542	234.096161	126.113029	155.91452	699.446289	130.751572	115.010056	109.132217	126.448097	117.639832	21.938229	130.004868	137.579575	1503.176025	214.551544						
1348	11.233333	-183.730057	0.855819	255.83136	142.168381	1400.649902	214.042068	16.236378	-0.148292	257.763733	18.303959	-1.713249	-9.037754	142.829147	1272.169678	206.550217	157.253174	870.941895	160.524918	114.137917	233.920822	126.11882	155.832031	699.339111	130.738144	114.982086	109.126389	126.461967	117.651146	21.929924	130.045685	137.521179	1503.054688	214.556137						
1349	11.241667	-183.787659	0.723305	255.76857	142.108856	1400.580933	214.09642	16.196737	-0.257246	257.733215	18.662153	-2.17259	-9.452238	142.762619	1272.084961	206.557938	157.177032	870.86615	160.504242	114.094498	233.744064	126.129509	155.714142	699.252258	130.675858	114.991707	109.093842	126.440781	117.605476	21.962591	130.051453	137.466904	1502.974243	214.568268						
1350	11.25	-183.816177	0.666495	255.759949	142.026917	1400.459229	214.102768	16.170856	-0.369473	257.691223	18.176138	-2.20299	-9.026155	142.713394	1272.026123	206.5504	157.106308	870.82373	160.460617	114.042427	233.640167	126.120415	155.681717	699.204834	130.606079	114.97599	109.168243	126.459793	117.623787	21.947809	130.053177	137.424088	1502.568604	214.7444						
1351	11.258333	-183.835205	0.618197	255.732834	141.973465	1400.422241	214.152847	16.167179	-0.36365	257.694489	18.142981	-2.303142	-9.046818	142.687195	1272.009277	206.550217	157.057877	870.825439	160.425797	114.367035	234.781494	125.83622	155.626862	699.143738	130.571991	114.962036	109.114601	126.454575	117.661964	21.934252	130.089752	137.35997	1502.882935	214.587814						
1352	11.266667	-183.826614	0.625569	255.745712	141.957275	1400.445679	214.174622	16.153208	-0.364127	257.707977	18.152149	-2.244061	-9.042524	142.647903	1272.027344	206.576981	157.021866	870.831726	160.420578	114.345802	234.817566	125.830994	155.584351	699.15686	130.540359	114.959175	109.137283	126.443924	117.641159	21.92993	130.067505	137.35733	1502.919189	214.636795						
1353	11.275	-183.830139	0.70255	255.77298	141.99765	1400.540649	214.193146	16.1733	-0.293166	257.718842	18.197895	-2.12428	-9.041747	142.660126	1272.084717	206.590424	157.041428	870.917786	160.395554	114.059311	233.620453	126.094177	155.589325	699.205505	130.527069	114.976448	109.143333	126.449181	117.65239	21.916952	130.096848	137.365845	1502.967773	214.686615						
