femur 1		femur 4		tibia 1		tibia4	
X	Y	X	Y	X	Y	X	Y
1.513557	1.333369	1.50421	0.932524	1.509661	0.66681	1.551494	0.378381
1.513532	1.333357	1.504322	0.932501	1.509755	0.666748	1.55178	0.378339
1.513486	1.333357	1.50441	0.932494	1.509873	0.666674	1.552079	0.378287
1.513465	1.333328	1.504478	0.93245	1.509996	0.6665	1.552386	0.378152
1.5135	1.333348	1.504521	0.93245	1.510102	0.666372	1.552692	0.378057
1.513478	1.333377	1.504533	0.932452	1.510192	0.666401	1.552987	0.378117
1.51347	1.333413	1.504518	0.932487	1.510265	0.666496	1.553266	0.378275
1.51348	1.333435	1.50447	0.932495	1.51031	0.666623	1.553492	0.378392
1.513487	1.33347	1.504399	0.932538	1.510312	0.666664	1.553693	0.378466
1.513499	1.333438	1.504309	0.932531	1.510289	0.666604	1.553885	0.378469
1.513478	1.333439	1.504185	0.93254	1.510282	0.666594	1.554044	0.378444
1.513497	1.33339	1.504081	0.9325	1.510236	0.66654	1.554154	0.378415
1.513549	1.33336	1.504024	0.9325	1.51019	0.666579	1.554198	0.378463
1.513548	1.333333	1.503958	0.93249	1.510115	0.666594	1.55418	0.378516
1.513543	1.333336	1.503868	0.932488	1.510071	0.66659	1.554159	0.378479
1.513521	1.333332	1.503817	0.932476	1.510023	0.666571	1.554019	0.378441
1.513541	1.333349	1.503793	0.932524	1.509934	0.666575	1.553893	0.378464
1.513541	1.333363	1.503786	0.932545	1.509871	0.666587	1.553694	0.378444
1.51353	1.333423	1.503828	0.932548	1.509852	0.666638	1.553428	0.378489
1.513531	1.333446	1.503882	0.932569	1.509783	0.666632	1.553089	0.378562
1.513546	1.333485	1.50394	0.932562	1.50972	0.666627	1.552763	0.378508
1.51355	1.333457	1.504022	0.932537	1.509663	0.666588	1.552408	0.378397
1.513547	1.33341	1.50406	0.932534	1.509597	0.66655	1.552046	0.378313
1.513585	1.333374	1.504129	0.932478	1.509512	0.666492	1.551689	0.378186
1.513607	1.333354	1.504194	0.93247	1.509429	0.666466	1.551326	0.378099
1.51359	1.333338	1.504174	0.932445	1.509296	0.666465	1.55095	0.378032
1.513868	1.332967	1.504082	0.932352	1.509154	0.666461	1.550587	0.378026
1.513869	1.33294	1.504148	0.932376	1.50902	0.666444	1.550205	0.377965
1.513841	1.332988	1.50409	0.932401	1.508871	0.666482	1.549916	0.377968
1.51381	1.333	1.503977	0.932441	1.508674	0.666519	1.549628	0.378005
1.513799	1.333056	1.503867	0.932486	1.508475	0.666589	1.549329	0.378084
1.513756	1.333084	1.503748	0.932495	1.508281	0.666636	1.549075	0.378127
1.513734	1.33308	1.503621	0.932514	1.508072	0.666673	1.548828	0.378196
1.513921	1.332855	1.50348	0.932526	1.50785	0.666665	1.548613	0.37819
1.513889	1.332866	1.50338	0.932522	1.507675	0.666663	1.548392	0.378216
1.513858	1.332834	1.503243	0.932484	1.507532	0.666634	1.548205	0.378189
1.513847	1.332822	1.503142	0.932477	1.507369	0.666621	1.548031	0.378196
1.51384	1.332796	1.50306	0.932452	1.507224	0.666634	1.547873	0.378191
1.513841	1.332798	1.502996	0.932452	1.507112	0.666643	1.54772	0.378221
1.513649	1.332976	1.502921	0.932458	1.507035	0.666658	1.547561	0.378237
1.513659	1.332998	1.502921	0.932486	1.506953	0.666683	1.547426	0.378245
1.513672	1.333025	1.502919	0.932493	1.506862	0.666677	1.547286	0.378264
1.513665	1.333047	1.50294	0.932503	1.506852	0.666676	1.547167	0.378256
1.513709	1.333049	1.502959	0.932524	1.506863	0.666679	1.547046	0.378208
1.513715	1.333058	1.503025	0.932521	1.506866	0.666699	1.546964	0.378224
1.513749	1.333035	1.503079	0.93252	1.506885	0.666682	1.546903	0.37816
1.513783	1.333058	1.503172	0.932496	1.506951	0.666675	1.546863	0.378145
1.513798	1.333035	1.503252	0.932503	1.507025	0.666638	1.546872	0.378124
1.513819	1.333037	1.503366	0.932499	1.507092	0.666641	1.546923	0.378126
1.513872	1.332991	1.50344	0.932485	1.507206	0.666611	1.547001	0.378081
1.513876	1.332971	1.503512	0.932474	1.507314	0.666603	1.547114	0.378066
1.513955	1.332899	1.503564	0.93245	1.507406	0.666581	1.547294	0.378059
1.514226	1.332632	1.503619	0.932429	1.507491	0.666562	1.547477	0.378064
1.514216	1.332619	1.503748	0.932351	1.507576	0.666542	1.547721	0.378062
1.514217	1.332628	1.503758	0.932374	1.507685	0.666537	1.547984	0.378101
1.5142	1.332635	1.503754	0.932374	1.507745	0.666544	1.54826	0.378133
1.514192	1.332688	1.503742	0.932411	1.507842	0.666597	1.548542	0.378211
1.514174	1.332699	1.503686	0.932434	1.507912	0.666623	1.548835	0.378238
1.513778	1.333037	1.50365	0.932471	1.507969	0.666657	1.549167	0.378243
1.513791	1.33303	1.503611	0.932453	1.508023	0.666656	1.54943	0.378254
1.51377	1.333025	1.503594	0.932435	1.508109	0.666661	1.549695	0.378254
1.513759	1.332988	1.50355	0.932393	1.508206	0.666608	1.549938	0.378199
1.513762	1.33294	1.503559	0.932349	1.508302	0.666583	1.550238	0.378183
1.513752	1.332882	1.503442	0.932358	1.508378	0.666525	1.550471	0.378107
1.513776	1.332847	1.503502	0.932302	1.50849	0.666509	1.550682	0.378121
1.513955	1.332634	1.503639	0.932193	1.508591	0.666459	1.550846	0.378083
1.513937	1.33263	1.503684	0.932208	1.508706	0.666432	1.550975	0.378069
1.513931	1.332589	1.503714	0.932188	1.508798	0.66639	1.551082	0.37804
1.513913	1.332616	1.50378	0.932207	1.508898	0.666342	1.55116	0.378024
1.513897	1.332637	1.503845	0.932242	1.508992	0.666342	1.551203	0.37807
1.513893	1.332682	1.50392	0.932287	1.509059	0.66635	1.551263	0.378093
1.513857	1.332702	1.503972	0.93231	1.509138	0.666378	1.551267	0.37815
1.513848	1.332745	1.504004	0.932351	1.509175	0.666417	1.55128	0.378165
1.513836	1.332712	1.50403	0.932289	1.509152	0.666422	1.551282	0.378079
1.514124	1.33248	1.504062	0.932283	1.509329	0.666304	1.551306	0.378032
1.514064	1.332458	1.504028	0.932242	1.509304	0.666222	1.551268	0.377951
1.514041	1.332453	1.504026	0.93221	1.509282	0.666221	1.551268	0.377906
1.514001	1.332421	1.504004	0.932155	1.509259	0.66618	1.551237	0.377893
1.513973	1.332407	1.503849	0.932115	1.509208	0.66621	1.55121	0.377899
1.513938	1.332392	1.503903	0.932082	1.509164	0.666205	1.551162	0.377889
1.513938	1.332398	1.503829	0.932068	1.509087	0.666199	1.551101	0.377902
1.513914	1.332399	1.503827	0.932082	1.508981	0.666188	1.551042	0.377906
1.51391	1.332459	1.503752	0.932107	1.508892	0.666276	1.550973	0.377981
1.513908	1.332461	1.50369	0.932098	1.508771	0.66632	1.550931	0.377969
1.513907	1.332491	1.503536	0.932243	1.508801	0.666295	1.550811	0.378022
1.51391	1.332483	1.503466	0.93226	1.508617	0.666344	1.55062	0.378022
1.513901	1.3325	1.503383	0.932261	1.508527	0.666334	1.550474	0.37802
1.513917	1.332481	1.503336	0.932261	1.508424	0.666318	1.550264	0.378001
1.513912	1.33251	1.503302	0.932291	1.508248	0.666327	1.550039	0.378054
1.513901	1.332494	1.503286	0.93226	1.508296	0.666181	1.549825	0.378015
1.513898	1.332471	1.503279	0.932224	1.508261	0.666194	1.549603	0.377988
1.513889	1.332427	1.503286	0.932155	1.50816	0.666116	1.549344	0.37783
1.513667	1.332643	1.503313	0.932079	1.508081	0.666107	1.549088	0.377739
1.513633	1.33255	1.50334	0.932078	1.508035	0.666069	1.548823	0.377673
1.513631	1.332628	1.503379	0.932117	1.50798	0.66612	1.548603	0.377695
1.513923	1.332414	1.503432	0.932148	1.507913	0.666123	1.54839	0.377693
1.513965	1.332461	1.503506	0.932229	1.507889	0.666131	1.54813	0.377689
1.513987	1.332488	1.503356	0.932335	1.507836	0.666101	1.547948	0.377655
1.514009	1.332528	1.503438	0.932319	1.507786	0.666112	1.547814	0.377644
1.514049	1.33252	1.503432	0.932337	1.507746	0.666106	1.547704	0.377634
1.514035	1.332543	1.50344	0.932363	1.507707	0.66614	1.547606	0.37767
1.514039	1.33254	1.503417	0.932368	1.507674	0.66616	1.547561	0.377678
1.514014	1.332523	1.503409	0.932328	1.507628	0.666199	1.547552	0.377698
1.514005	1.332463	1.503362	0.932251	1.507604	0.666218	1.547574	0.377679
1.513948	1.33242	1.503321	0.932193	1.507578	0.666197	1.547625	0.377683
1.514301	1.332352	1.503266	0.93213	1.50755	0.666201	1.547694	0.377685
1.514306	1.33237	1.503264	0.932144	1.507533	0.666279	1.547777	0.377734
1.514296	1.33237	1.503226	0.932154	1.507369	0.666386	1.547883	0.377787
1.51428	1.332395	1.503193	0.932204	1.507551	0.666293	1.548007	0.37784
1.514261	1.332377	1.503182	0.932254	1.507555	0.66627	1.548118	0.377846
1.514261	1.332364	1.503224	0.932201	1.507625	0.66626	1.548255	0.377874
1.514265	1.33238	1.503239	0.932194	1.507675	0.666272	1.548386	0.377913
1.513808	1.332557	1.503278	0.932188	1.507749	0.666291	1.548506	0.377936
1.513797	1.332587	1.503316	0.93218	1.507832	0.66632	1.548649	0.377963
1.513824	1.3326	1.503335	0.932216	1.507903	0.666284	1.548782	0.377987
1.513837	1.332567	1.503393	0.932172	1.50811	0.666462	1.548928	0.37791
1.513833	1.332553	1.503405	0.932184	1.507957	0.666308	1.549074	0.377893
1.513827	1.332556	1.503468	0.932159	1.50805	0.666312	1.549203	0.377868
1.513847	1.332577	1.503334	0.932261	1.508144	0.666294	1.549348	0.377893
1.513854	1.332562	1.503388	0.932232	1.508218	0.666275	1.549461	0.377855
1.513849	1.33255	1.503423	0.932194	1.508274	0.666278	1.549597	0.377866
1.513854	1.332528	1.503484	0.932084	1.508369	0.666281	1.54971	0.377827
1.513853	1.332528	1.503463	0.932165	1.50845	0.666232	1.549864	0.377798
1.51385	1.332529	1.503455	0.932217	1.5085	0.66621	1.549949	0.3778
1.513849	1.332533	1.503469	0.932224	1.508569	0.666243	1.550202	0.377913
1.513849	1.332546	1.503495	0.932211	1.508597	0.666247	1.550331	0.377941
1.513854	1.332553	1.503496	0.932235	1.508653	0.666269	1.550485	0.377962
1.513827	1.332522	1.503486	0.932223	1.50869	0.666242	1.550587	0.37794
1.513878	1.332505	1.503514	0.932202	1.508736	0.666205	1.550724	0.377931
1.513657	1.332641	1.503499	0.932193	1.508752	0.666232	1.550797	0.377938
1.513629	1.332611	1.503506	0.932191	1.508801	0.666241	1.550891	0.37794
1.513617	1.332582	1.503502	0.932174	1.508803	0.666224	1.550962	0.37794
1.513599	1.332553	1.503515	0.932199	1.508829	0.666239	1.551011	0.37796
1.513591	1.332479	1.503528	0.932134	1.508823	0.666223	1.55104	0.377923
1.513563	1.332457	1.503513	0.932102	1.508814	0.666161	1.551036	0.377858
1.513533	1.33247	1.503522	0.932114	1.508812	0.666126	1.551043	0.377799
1.513503	1.332504	1.503511	0.932133	1.508801	0.666143	1.550985	0.37779
1.513497	1.332556	1.503527	0.932127	1.508783	0.666187	1.550907	0.377866
1.513467	1.332601	1.503538	0.93215	1.508734	0.666198	1.550826	0.377861
1.513426	1.332622	1.503507	0.932142	1.508744	0.666194	1.550646	0.378012
1.51339	1.332629	1.503489	0.93214	1.508703	0.666312	1.550564	0.377962
1.513367	1.332601	1.503383	0.932231	1.508575	0.666277	1.550424	0.377924
1.513373	1.332563	1.503454	0.93218	1.508526	0.666298	1.55029	0.377916
1.513362	1.332551	1.503435	0.932222	1.508449	0.666274	1.550137	0.377883
1.513367	1.332506	1.503354	0.932215	1.508372	0.66623	1.549993	0.377826
1.513337	1.332463	1.503321	0.932171	1.508264	0.666204	1.549842	0.377765
1.513326	1.332406	1.503216	0.932134	1.508156	0.666153	1.549736	0.377712
1.513328	1.332425	1.503158	0.932121	1.508083	0.666162	1.54956	0.377706
1.513331	1.332445	1.503117	0.932126	1.507981	0.666193	1.549425	0.377748
1.513319	1.332461	1.503035	0.932173	1.507886	0.66624	1.549296	0.377816
1.513322	1.332488	1.502979	0.932212	1.507795	0.666285	1.549184	0.37787
1.513339	1.332541	1.502929	0.93227	1.507716	0.6663	1.549054	0.377882
1.513355	1.332562	1.502876	0.932321	1.507626	0.666313	1.548916	0.377925
1.513374	1.332611	1.502876	0.932347	1.507571	0.666378	1.548733	0.377928
1.513392	1.332634	1.502867	0.932353	1.507513	0.666387	1.548626	0.377961
1.513396	1.332629	1.502908	0.932336	1.507463	0.666358	1.548525	0.377932
1.513419	1.332579	1.502932	0.932284	1.507486	0.666327	1.548427	0.377858
1.513409	1.33249	1.502976	0.93221	1.507458	0.666291	1.548287	0.377771
1.513419	1.332429	1.503045	0.932093	1.507422	0.666228	1.5482	0.377694
1.513415	1.332392	1.503097	0.932058	1.507455	0.666169	1.548099	0.377563
1.513404	1.332375	1.503153	0.932045	1.507466	0.666134	1.548022	0.377517
1.513415	1.332399	1.503233	0.932057	1.507455	0.666155	1.547948	0.37752
1.513396	1.332451	1.503268	0.932101	1.507476	0.666195	1.547914	0.377594
1.513648	1.332591	1.503275	0.932189	1.507506	0.6662	1.547912	0.377626
1.513432	1.332595	1.503284	0.932251	1.507529	0.666234	1.54789	0.377652
1.513452	1.33262	1.503278	0.932284	1.507477	0.666292	1.547952	0.377746
1.513437	1.33265	1.503272	0.932312	1.507415	0.666349	1.547974	0.377802
1.51341	1.332637	1.503213	0.932295	1.507447	0.666229	1.548026	0.377808
1.513391	1.332607	1.503179	0.93227	1.507449	0.666187	1.548066	0.377777
1.513355	1.332559	1.503121	0.932188	1.507424	0.666114	1.548162	0.377733
1.513348	1.332493	1.503057	0.932133	1.507422	0.666053	1.548246	0.377674
1.513342	1.332453	1.503005	0.932077	1.507445	0.666064	1.548357	0.377661
1.513355	1.332462	1.502961	0.932068	1.507418	0.666016	1.548501	0.377684
1.513358	1.332453	1.502892	0.932121	1.507437	0.666081	1.548631	0.377707
1.513352	1.332507	1.502843	0.932177	1.507445	0.666175	1.548744	0.377782
1.513368	1.332549	1.502799	0.932249	1.50749	0.666183	1.548859	0.377803
1.513382	1.332599	1.50278	0.932297	1.507519	0.666234	1.548936	0.377863
1.513397	1.332627	1.502801	0.932322	1.507568	0.666267	1.549064	0.377888
1.513421	1.332654	1.502817	0.932321	1.507608	0.666305	1.54916	0.377913
1.513432	1.332647	1.50286	0.93231	1.507676	0.666275	1.549276	0.377872
1.513444	1.33261	1.50294	0.932276	1.507803	0.666233	1.549379	0.377851
1.513462	1.332586	1.503205	0.932182	1.507876	0.666161	1.549454	0.377755
1.51347	1.332576	1.503114	0.93215	1.507967	0.666145	1.549538	0.37771
1.513472	1.33251	1.503135	0.932032	1.508055	0.666125	1.549584	0.377673
1.513493	1.332527	1.503332	0.932078	1.508144	0.666148	1.549651	0.377657
1.51349	1.332487	1.503432	0.932073	1.508249	0.66614	1.549686	0.377641
1.513527	1.332508	1.503517	0.932084	1.508336	0.666141	1.549737	0.377634
1.513523	1.332477	1.503589	0.932082	1.508411	0.666093	1.54977	0.377584
1.513528	1.332512	1.503646	0.932114	1.508486	0.666098	1.549813	0.377587
1.513518	1.332524	1.503671	0.932118	1.508537	0.666098	1.549849	0.377569
1.513506	1.332564	1.503698	0.932173	1.508553	0.666147	1.549885	0.377638
1.513509	1.332586	1.503671	0.932171	1.508568	0.666161	1.549906	0.377658
1.513507	1.332607	1.50365	0.932188	1.508551	0.666199	1.549943	0.377689
1.513472	1.332605	1.503564	0.932197	1.508515	0.666189	1.549997	0.377713
1.513447	1.332605	1.50349	0.932191	1.508469	0.666171	1.550034	0.37774
1.513413	1.332573	1.503404	0.932143	1.508405	0.666156	1.550031	0.377704
1.513385	1.332558	1.503302	0.932138	1.508338	0.666166	1.550056	0.377738
1.513345	1.332506	1.50319	0.932061	1.508251	0.666124	1.550064	0.377713
1.513313	1.332448	1.503111	0.932018	1.508163	0.666084	1.550049	0.377721
1.513284	1.332385	1.503011	0.931976	1.508078	0.666021	1.550039	0.377688
1.51328	1.332387	1.502928	0.931965	1.508024	0.666045	1.550028	0.377687
1.513286	1.332402	1.502871	0.931997	1.507958	0.666065	1.549971	0.37771
1.513258	1.332484	1.502828	0.932083	1.507925	0.666152	1.549925	0.377801
1.513265	1.332539	1.502813	0.932159	1.507882	0.666219	1.549879	0.377867
1.513296	1.332638	1.50283	0.932243	1.50785	0.666255	1.549803	0.377923
1.513304	1.332674	1.502835	0.93228	1.507826	0.666248	1.549708	0.377921
1.513291	1.33264	1.502866	0.932276	1.507849	0.666264	1.549606	0.377918
1.513302	1.332634	1.502929	0.93226	1.5078	0.666253	1.549474	0.377915
1.513303	1.332618	1.503012	0.932223	1.507781	0.666224	1.549334	0.377892
1.513304	1.332558	1.503066	0.932145	1.50778	0.666132	1.549166	0.377788
1.513308	1.332512	1.50313	0.932087	1.507785	0.66608	1.549018	0.377682
1.513332	1.332464	1.503182	0.932026	1.507754	0.666002	1.548875	0.377592
1.513367	1.33244	1.503245	0.932011	1.507751	0.665997	1.548742	0.37758
1.513374	1.332432	1.503267	0.93202	1.507729	0.666002	1.548611	0.377554
1.513396	1.332486	1.503308	0.932048	1.507707	0.666049	1.548503	0.377616
1.513403	1.332528	1.503327	0.932103	1.507681	0.666094	1.548405	0.37768
1.513414	1.332586	1.503324	0.932199	1.507663	0.666161	1.548334	0.377779
1.513454	1.332618	1.503294	0.93224	1.50762	0.666178	1.54827	0.377804
1.513466	1.332673	1.50327	0.932286	1.507602	0.666227	1.548238	0.37787
1.513466	1.332667	1.503215	0.932301	1.507558	0.666246	1.548218	0.377888
1.513463	1.332662	1.50317	0.932287	1.507522	0.666231	1.548203	0.3779
1.513437	1.332623	1.503105	0.932254	1.507476	0.666242	1.548214	0.377868
1.513409	1.332566	1.503239	0.932362	1.507436	0.666179	1.548207	0.377794
1.513399	1.332505	1.502989	0.932106	1.507396	0.666073	1.548222	0.377724
1.513384	1.332456	1.502938	0.932075	1.507381	0.666051	1.54828	0.377677
1.513383	1.332415	1.502917	0.932043	1.507354	0.666041	1.548329	0.377646
1.513363	1.332446	1.50289	0.932081	1.507367	0.666059	1.548396	0.377652
1.513354	1.332471	1.502845	0.932115	1.507356	0.666088	1.548434	0.377683
1.513337	1.332549	1.502836	0.932176	1.507393	0.666158	1.548499	0.377765
1.513313	1.332601	1.502829	0.932233	1.507424	0.666197	1.548707	0.377979
1.513332	1.332656	1.50284	0.932296	1.507452	0.666263	1.548698	0.377899
1.513338	1.332696	1.50288	0.932314	1.507509	0.666288	1.548773	0.377945
1.513344	1.332715	1.502928	0.932324	1.50763	0.666352	1.548831	0.377973
1.513341	1.332702	1.50297	0.932321	1.50767	0.666324	1.548899	0.377974
1.513339	1.332679	1.503046	0.932294	1.507761	0.666292	1.548961	0.377919
1.513341	1.332628	1.503122	0.93224	1.507819	0.666257	1.54902	0.377867
1.51335	1.332563	1.503204	0.932179	1.507878	0.666194	1.54909	0.37779
1.513379	1.332516	1.503252	0.932077	1.507936	0.666131	1.54916	0.377691
1.513401	1.332477	1.503295	0.932038	1.508	0.666094	1.549235	0.37765
1.513405	1.332437	1.503328	0.93203	1.508039	0.666071	1.549277	0.37761
1.513433	1.332448	1.503377	0.932046	1.508081	0.666094	1.549339	0.377614
1.513437	1.332494	1.503381	0.932079	1.508115	0.666107	1.549387	0.377673
1.513437	1.332566	1.503394	0.932179	1.508179	0.666161	1.549453	0.377759
1.513458	1.332613	1.503394	0.932212	1.508193	0.666196	1.54948	0.377843
1.513477	1.332656	1.503376	0.93228	1.508221	0.666268	1.549533	0.377918
1.513485	1.332688	1.503352	0.932308	1.508228	0.666266	1.549563	0.377928
1.513467	1.332684	1.503328	0.932298	1.508224	0.666298	1.549615	0.377917
1.51347	1.332659	1.50329	0.932296	1.508203	0.666285	1.549638	0.377929
1.51344	1.332634	1.503277	0.932244	1.508189	0.666257	1.549664	0.377878
1.513418	1.332577	1.503246	0.932206	1.508179	0.666217	1.549676	0.37781
1.513396	1.332505	1.503217	0.932132	1.508165	0.666133	1.5497	0.377768
1.513398	1.332432	1.503187	0.932028	1.508142	0.666062	1.549696	0.377667
1.513365	1.332397	1.503164	0.932008	1.508123	0.666026	1.549697	0.377643
1.513348	1.332392	1.503148	0.931985	1.508103	0.666012	1.54967	0.377621
1.513333	1.332424	1.503126	0.932036	1.508065	0.666071	1.54966	0.377685
1.513305	1.332496	1.50308	0.932097	1.508054	0.666117	1.549636	0.377729
1.513274	1.332569	1.503073	0.93219	1.508034	0.666198	1.549617	0.377821
1.513282	1.332631	1.503042	0.932243	1.508027	0.666245	1.54957	0.377849
1.513282	1.33268	1.503035	0.932295	1.508002	0.666299	1.549527	0.377951
1.513287	1.332688	1.503033	0.932306	1.507967	0.666319	1.54946	0.377944
1.513267	1.33268	1.503043	0.932293	1.507933	0.666309	1.549408	0.377935
1.51325	1.332626	1.503048	0.932219	1.50789	0.666264	1.549344	0.377908
1.513212	1.332552	1.503057	0.93218	1.507866	0.666211	1.549298	0.377837
1.513218	1.332469	1.503059	0.932077	1.507813	0.666111	1.549218	0.377706
1.513238	1.332356	1.503079	0.931985	1.507788	0.66604	1.549148	0.377647
1.513225	1.33225	1.503065	0.931914	1.507756	0.66595	1.549065	0.377546
1.513217	1.332258	1.50307	0.931896	1.50772	0.665925	1.549018	0.377489
1.513178	1.3323	1.503046	0.931927	1.507715	0.665947	1.548893	0.377514
1.513166	1.332389	1.50305	0.932012	1.507682	0.666057	1.548813	0.377629
1.513152	1.332452	1.503024	0.932068	1.507601	0.666161	1.548755	0.377759
1.513128	1.332481	1.502978	0.932133	1.507584	0.666172	1.548676	0.377811
1.513104	1.332492	1.502927	0.932133	1.50757	0.666117	1.548606	0.377746
1.513075	1.332499	1.502907	0.932129	1.50753	0.666123	1.548538	0.377777
1.513044	1.332487	1.502881	0.932136	1.507463	0.666143	1.548501	0.377794
1.512986	1.332491	1.502847	0.932119	1.507429	0.666155	1.548455	0.377829
1.51294	1.332434	1.502804	0.93205	1.507411	0.666079	1.548419	0.377761
1.512913	1.332361	1.502759	0.931986	1.507374	0.665992	1.548409	0.37765
1.512863	1.33228	1.502731	0.931914	1.507306	0.665951	1.548371	0.377559
1.512826	1.33225	1.502685	0.931856	1.507283	0.665901	1.548378	0.377511
1.512807	1.332234	1.502623	0.931856	1.507277	0.66586	1.548357	0.377489
1.512785	1.332244	1.502592	0.931867	1.507244	0.665933	1.548385	0.377561
1.512743	1.332264	1.502545	0.931906	1.507182	0.665981	1.548398	0.37763
1.512734	1.332335	1.502485	0.931971	1.507236	0.666065	1.548445	0.377695
1.512712	1.332366	1.502424	0.932018	1.507392	0.666231	1.548483	0.377736
1.512722	1.332435	1.502401	0.9321	1.507185	0.666095	1.548512	0.377811
