femur 1		femur 4		tibia 1		tibia4	
X	Y	X	Y	X	Y	X	Y
1.515421	1.332769	1.531347	0.932972	1.634376	0.735466	1.829404	0.51942
1.515423	1.33277	1.531305	0.932971	1.634765	0.736151	1.83041	0.520766
1.515434	1.332793	1.531273	0.93297	1.634944	0.73668	1.83142	0.522101
1.515426	1.332824	1.531251	0.933015	1.635247	0.737355	1.83244	0.523571
1.515417	1.332847	1.531264	0.933044	1.635477	0.737913	1.833615	0.524698
1.515419	1.332883	1.531255	0.933078	1.635774	0.73846	1.834677	0.526042
1.515409	1.332909	1.531278	0.933076	1.636033	0.738998	1.835665	0.527327
1.515421	1.332923	1.531298	0.933078	1.636318	0.739543	1.836653	0.528594
1.515414	1.332887	1.531339	0.933065	1.636707	0.740148	1.837643	0.529818
1.515418	1.332882	1.531401	0.933049	1.637112	0.740786	1.83855	0.530987
1.515426	1.332845	1.531453	0.932998	1.637414	0.741252	1.839252	0.532283
1.515408	1.332805	1.531507	0.932979	1.637822	0.74183	1.840082	0.5334
1.515406	1.332785	1.531566	0.932952	1.638117	0.742334	1.84125	0.534619
1.515427	1.33278	1.531596	0.932961	1.638341	0.742771	1.84185	0.535851
1.515424	1.332766	1.531633	0.932956	1.63867	0.743356	1.842763	0.53713
1.515439	1.332794	1.531674	0.933023	1.638996	0.74398	1.843589	0.538318
1.515438	1.332825	1.531736	0.933064	1.639338	0.744579	1.84471	0.539416
1.515433	1.33287	1.531773	0.933138	1.639648	0.745211	1.845715	0.540558
1.51546	1.3329	1.531852	0.933178	1.639926	0.745737	1.846732	0.541603
1.515474	1.332924	1.531896	0.933246	1.64029	0.746311	1.847361	0.543284
1.515481	1.332939	1.532004	0.933249	1.640652	0.746822	1.848325	0.544498
1.515494	1.332951	1.532162	0.933258	1.640988	0.747319	1.849278	0.545711
1.515492	1.332925	1.532306	0.933269	1.641371	0.747815	1.850773	0.546398
1.5155	1.332913	1.532468	0.933282	1.641739	0.748338	1.851814	0.54764
1.515525	1.332871	1.532637	0.933264	1.642097	0.74877	1.852926	0.548723
1.515552	1.332862	1.532808	0.933264	1.642494	0.749241	1.854097	0.550082
1.515576	1.332839	1.532979	0.933269	1.643007	0.749824	1.855226	0.551339
1.515586	1.332849	1.533129	0.933297	1.643403	0.750468	1.856444	0.552608
1.515594	1.332852	1.53327	0.933312	1.644049	0.751146	1.857535	0.553968
1.515604	1.33288	1.533421	0.933357	1.644496	0.751851	1.858686	0.555371
1.515619	1.332912	1.533501	0.933393	1.644829	0.752408	1.859789	0.556841
1.515656	1.332925	1.533564	0.933422	1.645121	0.752992	1.860858	0.558422
1.515662	1.332942	1.53361	0.933421	1.645347	0.753518	1.861948	0.559829
1.515671	1.332967	1.533615	0.933434	1.645563	0.754057	1.86298	0.561321
1.515652	1.332953	1.533607	0.933408	1.645851	0.754734	1.864034	0.562785
1.515653	1.332941	1.533551	0.933377	1.646052	0.755392	1.865065	0.564227
1.515627	1.332918	1.533502	0.933332	1.646185	0.755904	1.866099	0.565665
1.51564	1.332905	1.533431	0.933299	1.646322	0.756427	1.867021	0.567173
1.515644	1.332866	1.533361	0.933251	1.646398	0.756989	1.867902	0.568552
1.515631	1.332855	1.533287	0.933245	1.646512	0.757512	1.86886	0.569968
1.515603	1.332829	1.533234	0.933191	1.646784	0.758213	1.86977	0.571245
1.5156	1.332829	1.533169	0.933198	1.646964	0.758741	1.87063	0.572678
1.515575	1.332852	1.533166	0.933217	1.647116	0.759162	1.87143	0.57404
1.515602	1.332894	1.533157	0.933262	1.647246	0.759688	1.872193	0.575506
1.515606	1.332901	1.533181	0.933295	1.647425	0.760221	1.872995	0.576867
1.515634	1.332944	1.533248	0.933322	1.647681	0.760821	1.87382	0.578041
1.515609	1.332959	1.533327	0.93336	1.647976	0.761374	1.874657	0.57922
1.515617	1.332966	1.533416	0.933371	1.648258	0.761867	1.875462	0.5804
1.515625	1.332942	1.533539	0.933367	1.648795	0.762649	1.876314	0.58156
1.515638	1.332918	1.533694	0.93337	1.649113	0.763089	1.877135	0.582673
1.515664	1.332876	1.53384	0.933323	1.649395	0.763502	1.877952	0.583655
1.515681	1.332866	1.533991	0.933325	1.649755	0.764044	1.878757	0.5847
1.515692	1.332839	1.534119	0.933307	1.650075	0.764618	1.879593	0.585755
1.5157	1.332848	1.534254	0.933331	1.650335	0.765108	1.880421	0.58685
1.515695	1.332841	1.534335	0.933336	1.650903	0.765901	1.881272	0.588187
1.515728	1.332887	1.534403	0.933371	1.651184	0.766515	1.882038	0.589557
1.515742	1.332892	1.534436	0.933384	1.651341	0.76702	1.882851	0.59086
1.515756	1.332917	1.534448	0.933407	1.651488	0.767611	1.883647	0.592132
1.515759	1.332929	1.53447	0.933433	1.651679	0.768274	1.884458	0.593599
1.515744	1.332947	1.534453	0.933435	1.652025	0.76917	1.885231	0.594987
1.515746	1.332933	1.534418	0.93341	1.65213	0.769721	1.886019	0.596715
1.51575	1.332935	1.534386	0.933403	1.652257	0.770219	1.886926	0.598073
1.515754	1.332889	1.534355	0.933366	1.652371	0.770694	1.887888	0.599647
1.515749	1.332893	1.534318	0.933339	1.652541	0.771278	1.888738	0.601183
1.515716	1.332854	1.534284	0.933298	1.652711	0.771888	1.889551	0.602777
1.51572	1.33285	1.534281	0.933288	1.652939	0.772529	1.890518	0.604419
1.515695	1.332826	1.53428	0.933278	1.653165	0.773172	1.891514	0.605953
1.515709	1.332856	1.534288	0.933316	1.653369	0.773805	1.892513	0.60778
1.515719	1.332856	1.534315	0.933324	1.6536	0.774352	1.893357	0.609523
1.515747	1.332899	1.53437	0.933376	1.653872	0.775074	1.894376	0.61121
1.515721	1.332917	1.534431	0.933411	1.6542	0.775764	1.895402	0.612822
1.515726	1.332948	1.534506	0.933429	1.654577	0.776424	1.896396	0.614555
1.515737	1.332943	1.534622	0.933447	1.654934	0.777105	1.8974	0.616299
1.515759	1.332941	1.534721	0.933461	1.655164	0.777673	1.898057	0.618368
1.515766	1.332901	1.534809	0.933445	1.655477	0.778262	1.899341	0.619503
1.515769	1.332918	1.534917	0.933436	1.655827	0.778952	1.900061	0.62155
1.515772	1.332878	1.535015	0.933399	1.656132	0.779506	1.901019	0.622954
1.51578	1.332868	1.535093	0.9334	1.656437	0.780107	1.902277	0.624387
1.515796	1.332846	1.535129	0.933376	1.656646	0.780729	1.903121	0.625872
1.515824	1.332845	1.535202	0.933381	1.65685	0.781345	1.90392	0.627461
1.515801	1.332836	1.535334	0.933408	1.657078	0.781977	1.904724	0.628999
1.515812	1.332869	1.535363	0.933457	1.657282	0.782715	1.905525	0.63056
1.515803	1.33289	1.53536	0.933471	1.657507	0.783308	1.906272	0.632229
1.515834	1.33292	1.535352	0.933505	1.657652	0.783972	1.906983	0.633872
1.515828	1.33292	1.535297	0.933502	1.65781	0.784627	1.907616	0.635407
1.515828	1.332949	1.535335	0.933546	1.657953	0.785227	1.908272	0.636958
1.515826	1.332944	1.535276	0.933516	1.658131	0.785894	1.908974	0.63854
1.515814	1.332943	1.535296	0.933521	1.658277	0.786613	1.909687	0.640056
1.515821	1.332916	1.535311	0.933504	1.658394	0.787155	1.91048	0.64152
1.515828	1.332885	1.535312	0.933497	1.658593	0.787756	1.911164	0.64301
1.515818	1.332843	1.535337	0.933465	1.658771	0.788348	1.911881	0.644556
1.515813	1.332847	1.535389	0.933446	1.658968	0.788923	1.912559	0.646166
1.515805	1.33283	1.53544	0.933451	1.659201	0.78958	1.913379	0.647719
1.515824	1.332845	1.535548	0.933473	1.659455	0.790229	1.914207	0.649281
1.515834	1.332861	1.535641	0.933495	1.659696	0.79087	1.915004	0.650871
1.51584	1.332886	1.535733	0.933529	1.659927	0.791515	1.915771	0.652656
1.515846	1.332908	1.535887	0.933571	1.660191	0.792249	1.916334	0.655051
1.51585	1.332939	1.53602	0.933628	1.66048	0.79293	1.91731	0.656662
1.515846	1.332936	1.536125	0.933634	1.660782	0.793569	1.918261	0.657807
1.515868	1.332953	1.53624	0.933652	1.661047	0.794229	1.919074	0.659639
1.515877	1.332935	1.536349	0.933644	1.6613	0.794825	1.919745	0.662067
1.515893	1.33292	1.53643	0.933649	1.661564	0.795447	1.920639	0.663606
1.515892	1.332889	1.536507	0.933625	1.661832	0.796104	1.921603	0.665195
1.515894	1.332877	1.536588	0.933613	1.662053	0.796726	1.92219	0.667353
1.515917	1.332849	1.536625	0.933575	1.662227	0.79737	1.923021	0.668933
1.515896	1.332848	1.53664	0.933549	1.662391	0.798062	1.923902	0.670742
1.515898	1.332834	1.536651	0.933556	1.662543	0.798721	1.924412	0.673036
1.515898	1.332852	1.536614	0.933588	1.66271	0.799388	1.925296	0.674705
1.515919	1.332872	1.536624	0.933595	1.662896	0.800109	1.926126	0.676236
1.515924	1.332914	1.536597	0.933645	1.66299	0.800792	1.926895	0.677992
1.515924	1.332933	1.536578	0.933671	1.663094	0.801406	1.927528	0.679778
1.515931	1.332963	1.536576	0.933703	1.66321	0.802195	1.928115	0.68186
1.515918	1.332969	1.536586	0.933714	1.663345	0.802887	1.928815	0.683479
1.515939	1.332977	1.536602	0.933711	1.663492	0.803581	1.92931	0.685644
1.515924	1.33293	1.536639	0.933684	1.663643	0.804235	1.930015	0.687069
1.515938	1.332913	1.536706	0.933668	1.663807	0.804813	1.930716	0.688697
1.515918	1.332881	1.53677	0.933608	1.663988	0.805345	1.931338	0.69017
1.515951	1.332859	1.536871	0.933592	1.664215	0.805984	1.931961	0.69212
1.515937	1.332817	1.536962	0.933567	1.66446	0.806616	1.932598	0.693602
1.515952	1.332825	1.537058	0.933576	1.664692	0.80727	1.933347	0.695314
1.515961	1.33283	1.537169	0.933597	1.664891	0.807945	1.934272	0.696535
1.515954	1.332873	1.537256	0.933649	1.665096	0.808594	1.934909	0.698405
1.515976	1.332889	1.537348	0.933681	1.665275	0.809274	1.935516	0.700112
1.515981	1.332932	1.537427	0.93373	1.665498	0.809997	1.936207	0.701861
1.51598	1.33294	1.537487	0.933757	1.665691	0.810617	1.936785	0.703729
1.51599	1.332976	1.537577	0.933768	1.665869	0.811216	1.937393	0.705675
1.516013	1.332951	1.537642	0.933764	1.666016	0.811871	1.937973	0.707422
1.516017	1.332941	1.537715	0.933765	1.666197	0.81258	1.938528	0.709136
1.516009	1.3329	1.537762	0.933723	1.666366	0.81323	1.939128	0.710966
1.516005	1.332884	1.537797	0.933688	1.666484	0.813899	1.939616	0.712838
1.516006	1.332845	1.537816	0.933655	1.666572	0.814519	1.940231	0.71471
1.516024	1.332826	1.537828	0.933648	1.666651	0.815158	1.940814	0.716628
1.516013	1.332811	1.537827	0.933637	1.666787	0.815879	1.941383	0.718687
1.51602	1.33283	1.537826	0.933641	1.666941	0.81672	1.941942	0.720695
1.516029	1.332839	1.53783	0.933652	1.667044	0.817428	1.942506	0.722828
1.516033	1.332867	1.537839	0.933677	1.66717	0.81818	1.943089	0.725019
1.516029	1.332902	1.537853	0.933718	1.667288	0.818981	1.943738	0.727203
1.516041	1.332942	1.537855	0.933749	1.667434	0.819745	1.944326	0.729508
1.51605	1.332928	1.537851	0.933763	1.667604	0.820547	1.944975	0.731889
1.516059	1.332959	1.537886	0.933768	1.667787	0.821324	1.945686	0.734189
1.516044	1.332938	1.537924	0.933757	1.667952	0.822113	1.946285	0.73647
1.516057	1.332922	1.537967	0.933739	1.6681	0.822875	1.946934	0.738844
1.51605	1.332888	1.53803	0.933691	1.668299	0.823725	1.9476	0.74138
1.516066	1.332874	1.538076	0.933682	1.668489	0.824544	1.948237	0.743785
1.516073	1.332831	1.538127	0.933653	1.668641	0.825281	1.948893	0.746319
1.516068	1.332826	1.538157	0.933657	1.668821	0.826107	1.949585	0.748855
1.516068	1.332823	1.538186	0.933646	1.668946	0.826921	1.95019	0.751453
1.516085	1.332826	1.538179	0.933646	1.669087	0.827796	1.950779	0.754092
1.516066	1.332852	1.538183	0.93369	1.669161	0.828693	1.951325	0.756726
1.516075	1.332889	1.538189	0.933706	1.669276	0.829592	1.952155	0.759406
1.516069	1.332907	1.538155	0.933757	1.669357	0.830423	1.952621	0.762225
1.516091	1.332947	1.538117	0.933767	1.669432	0.831331	1.953161	0.764887
1.516084	1.332932	1.538076	0.933775	1.669452	0.83226	1.953874	0.767721
1.516066	1.332951	1.538013	0.933784	1.669466	0.833085	1.954224	0.770303
1.516053	1.332924	1.537953	0.933747	1.669465	0.833844	1.954539	0.773025
1.516055	1.332899	1.537894	0.933729	1.669478	0.834658	1.954874	0.775558
1.516043	1.33287	1.537847	0.933689	1.669517	0.83549	1.955162	0.778081
1.516042	1.332844	1.537809	0.933666	1.66955	0.836318	1.95552	0.780653
1.516032	1.332817	1.537771	0.933616	1.669518	0.837225	1.955895	0.783097
1.516039	1.332815	1.537748	0.933636	1.669467	0.837961	1.956203	0.785746
1.516044	1.332824	1.53775	0.933626	1.669504	0.838758	1.956605	0.788198
1.516034	1.33288	1.537749	0.933675	1.66961	0.839677	1.956884	0.790699
1.516041	1.332881	1.537766	0.933692	1.669714	0.840489	1.957255	0.793155
1.516048	1.332906	1.537803	0.93373	1.669746	0.841256	1.957557	0.795617
1.51607	1.332928	1.53788	0.933737	1.669761	0.842122	1.957899	0.798016
1.516067	1.332939	1.537969	0.933769	1.669809	0.84295	1.958188	0.800363
1.516063	1.332916	1.538094	0.933739	1.669926	0.843722	1.958485	0.802702
1.516094	1.332921	1.538184	0.933729	1.670096	0.844502	1.958829	0.805021
1.516085	1.332877	1.538289	0.933683	1.670201	0.845222	1.959314	0.807272
1.516088	1.332861	1.538403	0.933655	1.670271	0.845923	1.959518	0.809479
1.516077	1.332829	1.5385	0.93364	1.670335	0.846659	1.959916	0.81186
1.516116	1.332822	1.538598	0.933609	1.670412	0.847519	1.960162	0.814112
1.516134	1.332814	1.538694	0.933575	1.670504	0.848271	1.960373	0.816407
1.516133	1.33284	1.538748	0.933635	1.670547	0.849035	1.960602	0.81873
1.516122	1.332847	1.538792	0.93365	1.670555	0.849871	1.960837	0.821047
1.516125	1.332875	1.538835	0.933686	1.670522	0.85059	1.960923	0.82341
1.516153	1.332883	1.538864	0.933687	1.670528	0.85138	1.961038	0.825681
1.516158	1.332913	1.538867	0.933721	1.670539	0.852361	1.961226	0.828139
1.516136	1.332917	1.538876	0.933725	1.670509	0.853104	1.961255	0.830356
1.516144	1.332933	1.538885	0.933737	1.670424	0.853777	1.961343	0.832726
1.516166	1.332899	1.538866	0.933692	1.670326	0.85459	1.961357	0.835033
1.51615	1.332882	1.538874	0.933676	1.670256	0.855416	1.961397	0.837431
1.516138	1.332848	1.538878	0.93366	1.670235	0.856192	1.961433	0.83977
1.516146	1.332835	1.53891	0.933654	1.670208	0.857086	1.961401	0.842242
1.516148	1.332823	1.538926	0.933627	1.67017	0.857837	1.961477	0.844684
1.516166	1.332823	1.538985	0.933624	1.6701	0.858611	1.961448	0.847234
1.516145	1.332825	1.539034	0.933643	1.670047	0.859433	1.96157	0.849757
1.516156	1.332857	1.539079	0.933654	1.67005	0.860348	1.961565	0.8524
1.51616	1.332876	1.539139	0.933666	1.670072	0.86113	1.961555	0.855049
1.516197	1.332894	1.539203	0.93369	1.670067	0.862014	1.961618	0.857745
1.516183	1.332881	1.539268	0.933697	1.670004	0.862907	1.961561	0.860394
1.516193	1.332904	1.539309	0.933729	1.669934	0.863737	1.961557	0.863149
1.516213	1.332916	1.539351	0.933723	1.669876	0.864626	1.961465	0.865895
1.516218	1.332901	1.539384	0.933697	1.66982	0.865544	1.961352	0.868601
1.516221	1.332881	1.539401	0.933711	1.669755	0.866352	1.96136	0.871486
1.516196	1.332869	1.539393	0.933684	1.669648	0.867174	1.961123	0.874171
1.516217	1.332843	1.53939	0.933664	1.669461	0.868066	1.960968	0.876921
1.516214	1.332835	1.539371	0.933651	1.669273	0.86891	1.960751	0.879752
1.516191	1.332827	1.539341	0.933638	1.669154	0.869797	1.96044	0.882508
1.516183	1.332844	1.539302	0.933652	1.669009	0.870725	1.960245	0.885329
1.5162	1.332836	1.539255	0.933638	1.668801	0.871625	1.959906	0.888154
1.516209	1.332872	1.539225	0.933674	1.668574	0.872534	1.959595	0.891039
1.516205	1.332882	1.539178	0.933682	1.66837	0.873415	1.959326	0.89373
1.516188	1.332929	1.539134	0.93371	1.668184	0.874294	1.958946	0.896593
1.516194	1.332909	1.539096	0.93371	1.667984	0.875196	1.958597	0.899486
1.516212	1.332924	1.539102	0.933722	1.667799	0.876167	1.958262	0.902176
1.516183	1.332898	1.539097	0.93372	1.667668	0.877115	1.957888	0.90504
1.516175	1.332891	1.539133	0.9337	1.667524	0.87792	1.95752	0.907853
1.516168	1.332858	1.539166	0.93366	1.667347	0.878752	1.95718	0.910673
1.516191	1.332851	1.539214	0.933675	1.667148	0.879731	1.956818	0.913481
1.516177	1.33281	1.539258	0.933658	1.667058	0.880609	1.956449	0.916312
1.516186	1.332825	1.539326	0.933657	1.666933	0.881445	1.956089	0.919226
1.516214	1.332821	1.539387	0.933666	1.666789	0.882426	1.955633	0.922072
1.516223	1.332848	1.53949	0.93368	1.666612	0.883389	1.955213	0.925034
1.516217	1.332865	1.539542	0.933708	1.666434	0.884246	1.954781	0.927869
1.516231	1.332912	1.539624	0.933759	1.666244	0.885298	1.954286	0.930757
1.516251	1.332919	1.539634	0.933742	1.666035	0.886223	1.953718	0.933684
1.51627	1.33293	1.539722	0.933785	1.665779	0.887098	1.953233	0.936552
1.516256	1.332921	1.539734	0.933773	1.665514	0.888065	1.952606	0.939375
1.516254	1.332922	1.539713	0.933774	1.665263	0.889026	1.951975	0.942287
1.516265	1.332879	1.53972	0.933735	1.664991	0.889841	1.951324	0.945201
1.516262	1.332863	1.53971	0.933732	1.664705	0.890775	1.950613	0.947922
1.516254	1.332821	1.539662	0.9337	1.664359	0.891781	1.949967	0.95084
1.51626	1.332826	1.539634	0.933678	1.664013	0.892612	1.949176	0.953727
1.516259	1.332803	1.539552	0.933659	1.663686	0.893438	1.948429	0.956665
1.516236	1.332841	1.539514	0.933664	1.663334	0.894406	1.947599	0.959516
1.516223	1.332851	1.539461	0.933689	1.662959	0.895319	1.946824	0.96256
1.516233	1.332882	1.539438	0.933734	1.662697	0.896178	1.94598	0.96548
1.516254	1.332878	1.539428	0.933725	1.662355	0.89717	1.945211	0.968373
1.516245	1.332918	1.539412	0.933749	1.661981	0.898171	1.94436	0.971269
1.516244	1.332928	1.539408	0.933746	1.66173	0.898857	1.943449	0.974229
1.516256	1.332935	1.539395	0.933748	1.661424	0.899688	1.942582	0.977034
1.516264	1.332915	1.539368	0.933735	1.661041	0.900543	1.941723	0.979847
1.516247	1.332905	1.539371	0.933721	1.660739	0.901374	1.940864	0.982597
1.516232	1.332873	1.539342	0.933696	1.660483	0.90204	1.939888	0.985269
1.51625	1.332856	1.539276	0.933671	1.660077	0.902923	1.93903	0.98796
1.516247	1.332823	1.539218	0.933647	1.659678	0.903741	1.938062	0.990457
1.51624	1.332823	1.539152	0.933632	1.6595	0.90423	1.937203	0.992951
1.516221	1.332821	1.539051	0.933601	1.659145	0.904888	1.936205	0.995394
1.516215	1.332829	1.538954	0.933633	1.658763	0.905631	1.935191	0.997677
1.516186	1.332855	1.538864	0.933637	1.658335	0.906387	1.934363	1.000052
1.516199	1.332896	1.538777	0.933687	1.657939	0.907172	1.933445	1.002176
1.516186	1.332901	1.538673	0.933714	1.657563	0.907783	1.932572	1.004306
1.516186	1.332935	1.538606	0.933745	1.657212	0.908373	1.931748	1.006325
1.516174	1.332927	1.53854	0.933704	1.656856	0.908965	1.930909	1.008267
1.516184	1.332933	1.538501	0.93373	1.656523	0.909541	1.930117	1.010069
1.51617	1.332915	1.538472	0.933708	1.656223	0.910117	1.92939	1.011796
1.516154	1.332903	1.538479	0.933701	1.656011	0.91055	1.928711	1.01345
1.516151	1.332847	1.538502	0.933643	1.655774	0.911029	1.928084	1.01495
1.516165	1.332842	1.538533	0.933626	1.655593	0.911498	1.927529	1.016464
1.516172	1.332825	1.538567	0.933601	1.655434	0.911882	1.92702	1.01783
1.51618	1.332817	1.53863	0.933591	1.6553	0.912289	1.92659	1.01913
1.51618	1.332818	1.538667	0.933591	1.655199	0.912657	1.926061	1.020316
1.516182	1.332851	1.538731	0.933644	1.65512	0.913015	1.92568	1.021363
1.516186	1.332867	1.538782	0.933653	1.65492	0.913655	1.925311	1.022482
1.5162	1.332906	1.538841	0.933689	1.654818	0.914011	1.925005	1.023435
1.5162	1.332922	1.538878	0.9337	1.65473	0.914302	1.924658	1.024203
1.516233	1.332947	1.538908	0.933726	1.654659	0.914529	1.924364	1.024881
1.51623	1.33293	1.538922	0.93372	1.654567	0.914752	1.924095	1.025506
1.51623	1.332923	1.538917	0.933701	1.654496	0.914943	1.923847	1.026033
1.51623	1.332882	1.538939	0.933673	1.654435	0.915051	1.923627	1.026469
1.51621	1.332859	1.538947	0.933649	1.65436	0.915191	1.923465	1.026811
1.516223	1.332815	1.538949	0.933603	1.654319	0.915282	1.923319	1.027108
1.516217	1.33282	1.538969	0.933601	1.654282	0.915382	1.923196	1.027417
1.516242	1.332808	1.538981	0.933593	1.654236	0.915474	1.923107	1.02764
1.516235	1.332829	1.539004	0.933612	1.654231	0.9156	1.92306	1.027843
1.516228	1.332852	1.539059	0.933635	1.654226	0.915666	1.92304	1.028005
1.516234	1.332875	1.539099	0.933665	1.654244	0.915756	1.923046	1.028138
1.516255	1.332892	1.539156	0.933673	1.654277	0.915825	1.923071	1.028213
1.516244	1.332926	1.539203	0.933702	1.654319	0.915857	1.923103	1.028276
1.516249	1.332925	1.539267	0.933709	1.654363	0.91587	1.923175	1.028268
1.51626	1.332936	1.539298	0.933717	1.654419	0.915864	1.923247	1.028238
1.516269	1.332912	1.539417	0.933722	1.654478	0.91583	1.923313	1.028185
1.516266	1.332908	1.539455	0.93372	1.65453	0.915783	1.923409	1.028081
1.516282	1.332861	1.539484	0.93368	1.654564	0.91572	1.923476	1.027903
1.51629	1.332855	1.539495	0.933669	1.65461	0.915663	1.923567	1.027727
1.516291	1.332838	1.539501	0.933633	1.654633	0.915583	1.92365	1.027505
1.51629	1.332841	1.539488	0.933624	1.654638	0.915568	1.923734	1.02729
1.516272	1.332827	1.53947	0.933647	1.65465	0.915514	1.923803	1.027046
1.516288	1.332843	1.539467	0.933651	1.654665	0.915493	1.923863	1.02685
1.516279	1.332855	1.539436	0.933659	1.654659	0.915461	1.923944	1.026626
1.516279	1.332884	1.539416	0.933689	1.654658	0.915455	1.924045	1.026432
1.516272	1.332886	1.539349	0.933691	1.654673	0.915422	1.924138	1.026224
1.516288	1.332915	1.539423	0.933721	1.65469	0.915402	1.924226	1.026061
1.516286	1.332911	1.539358	0.9337	1.654725	0.915379	1.924318	1.025908
1.516296	1.332915	1.539464	0.933731	1.654768	0.915341	1.924419	1.025764
1.516283	1.332905	1.539488	0.933718	1.654817	0.915283	1.924519	1.025622
1.516288	1.332898	1.539536	0.933691	1.654863	0.915253	1.924608	1.025528
1.516292	1.332855	1.539582	0.933674	1.654914	0.915213	1.924687	1.025439
1.516308	1.332855	1.539639	0.933647	1.654956	0.915176	1.924751	1.025385
1.516303	1.332827	1.539667	0.933639	1.655004	0.915153	1.924799	1.025335
1.516312	1.332828	1.539704	0.933634	1.655039	0.915147	1.924846	1.025337
1.516305	1.332814	1.53972	0.933647	1.655061	0.915135	1.924853	1.025344
1.516299	1.33283	1.539721	0.933656	1.65506	0.915156	1.924844	1.025405
1.51631	1.332857	1.539724	0.933658	1.655046	0.915165	1.924816	1.025457
1.516308	1.332878	1.539696	0.933702	1.655024	0.915213	1.924764	1.025549
1.51629	1.332889	1.53964	0.933721	1.65498	0.915242	1.924683	1.025638
1.516283	1.332908	1.539598	0.933735	1.654921	0.915284	1.924605	1.02573
1.516267	1.332899	1.539543	0.933729	1.654866	0.915302	1.924503	1.025795
1.516262	1.332899	1.539425	0.933706	1.654786	0.915328	1.924385	1.025891
1.516228	1.332876	1.539366	0.933666	1.654724	0.915317	1.924264	1.025987
1.51623	1.332854	1.539315	0.933651	1.654655	0.91533	1.924139	1.026094
1.516222	1.332826	1.539272	0.93363	1.654581	0.91534	1.924025	1.026202
1.5162	1.332813	1.539224	0.933632	1.654516	0.915381	1.92391	1.02634
1.516198	1.332815	1.539199	0.93362	1.654473	0.91541	1.923797	1.026493
1.516195	1.332828	1.539185	0.933634	1.654427	0.915455	1.923713	1.026665
1.516196	1.332837	1.539182	0.93363	1.654407	0.915503	1.923641	1.026844
1.516209	1.332869	1.53918	0.933661	1.65438	0.915546	1.923581	1.027017
1.516207	1.33286	1.539201	0.933669	1.654375	0.915575	1.92351	1.027225
1.51622	1.332884	1.539205	0.93368	1.654391	0.91562	1.923461	1.027384
1.516207	1.332879	1.539219	0.933672	1.654382	0.915646	1.923423	1.027511
1.516214	1.332873	1.539231	0.933672	1.654379	0.915657	1.923387	1.027651
1.516219	1.33284	1.539233	0.933644	1.654384	0.915662	1.923371	1.027711
1.516219	1.332842	1.539252	0.933645	1.654387	0.915688	1.923337	1.02781
1.51622	1.332843	1.539255	0.933631	1.654379	0.915678	1.923346	1.02784
1.516222	1.332852	1.539238	0.933644	1.654384	0.915673	1.923316	1.027857
1.516209	1.332844	1.539232	0.933642	1.654366	0.915664	1.923318	1.027823
1.516225	1.332838	1.53922	0.933634	1.654359	0.915661	1.923316	1.02779
1.516217	1.33282	1.539202	0.933619	1.654336	0.915653	1.923325	1.027698
1.51621	1.332842	1.539196	0.933633	1.65433	0.915629	1.923336	1.02763
1.516207	1.332834	1.539169	0.933632	1.654319	0.915621	1.92336	1.027524
1.516203	1.332849	1.539156	0.933657	1.654328	0.915611	1.923402	1.027417
1.516203	1.332836	1.539158	0.933637	1.654332	0.915567	1.923447	1.027259
1.516185	1.332843	1.539164	0.933647	1.654342	0.915564	1.923495	1.027142
1.516177	1.332834	1.539166	0.933634	1.654373	0.91553	1.923568	1.026992
1.516179	1.332829	1.539171	0.933634	1.654414	0.915494	1.923632	1.026885
1.516174	1.33282	1.539221	0.933616	1.654449	0.915458	1.92371	1.026742
1.516172	1.332834	1.539243	0.933621	1.654506	0.915445	1.923796	1.026654
1.516175	1.332811	1.539283	0.933607	1.654557	0.915374	1.923882	1.026521
1.516161	1.332829	1.539304	0.933638	1.654616	0.915376	1.923965	1.026435
1.51617	1.332805	1.539344	0.933616	1.654658	0.915332	1.924049	1.026337
1.516162	1.332826	1.539371	0.93358	1.654685	0.915318	1.924136	1.026241
1.516171	1.332811	1.539388	0.933616	1.654724	0.915297	1.924193	1.026163
1.516173	1.332825	1.539414	0.933623	1.654746	0.915306	1.924259	1.026095
1.516182	1.332821	1.53939	0.933623	1.654755	0.915274	1.924301	1.026017
1.516169	1.332821	1.539412	0.933624	1.654771	0.915268	1.924337	1.025952
1.516175	1.332819	1.539415	0.933609	1.654762	0.915258	1.924357	1.025901
1.516179	1.332829	1.5394	0.933625	1.654751	0.915262	1.92436	1.025871
1.516184	1.332827	1.539374	0.933617	1.654741	0.915256	1.924354	1.025864
1.516173	1.332827	1.53936	0.933609	1.654735	0.915256	1.924333	1.025847
1.51617	1.332803	1.539347	0.933605	1.654708	0.91525	1.924298	1.025843
1.516176	1.332794	1.539332	0.933594	1.654699	0.915251	1.924269	1.025875
1.516165	1.332785	1.539323	0.933576	1.654674	0.915248	1.924238	1.025913
1.516176	1.332797	1.539311	0.933592	1.654668	0.915276	1.924194	1.025977
1.516159	1.332803	1.539319	0.933574	1.654652	0.915281	1.92415	1.026063
1.516158	1.332814	1.539302	0.933608	1.654633	0.915337	1.924096	1.026182
1.516165	1.332822	1.539306	0.933623	1.654637	0.915349	1.924049	1.026279
1.516161	1.332849	1.539316	0.933629	1.654609	0.9154	1.923985	1.026417
